task,task_label,family,feature_id,feature_label,n_gap,gap_effect,gap_ci_low,gap_ci_high,gap_p,gap_pair_delta_sd,gap_effect_sd,gap_ci_low_sd,gap_ci_high_sd,gap_ci_excludes_zero,n_panel,panel_coef_per_sd,panel_ci_low,panel_ci_high,panel_p,panel_ci_excludes_zero,signs_align,selected,controls_words_for_gap,controls_words_for_panel,definition
grant_proposal_abstract,Grant abstract,Generic text feature,words,Words,1831,-19.968869470234836,-22.477640844243343,-17.46009809622633,7.182313871919305e-55,58.54815973626004,-0.3410674145897658,-0.38391711960713415,-0.2982177095723974,True,1831,0.21808413651182426,0.1758853761099976,0.2602828969136509,4.094712957913904e-24,True,False,False,False,False,Word count.
grant_proposal_abstract,Grant abstract,LLM rubric marker,problem_significance,Problem significance,118,-0.06335938113304444,-0.22188990669043157,0.09517114442434267,0.4334234613746705,0.8536209315442018,-0.074224259026108,-0.25993962717037916,0.11149110911816314,False,118,0.21729334090364738,0.03477101108651856,0.3998156707207762,0.0196279243791752,True,False,False,True,True,"Which abstract more clearly states the need, affected population, and consequence of the problem?"
grant_proposal_abstract,Grant abstract,LLM rubric marker,feasibility_implementation_readiness,Feasibility/readiness,118,-0.14396243828219107,-0.32587739535407895,0.0379525187896968,0.12088023813906663,0.9568406170263799,-0.15045602759798193,-0.3405764654586089,0.03966441026264508,False,118,0.31737468720814654,0.133421764388257,0.501327610028036,0.0007206616230361413,True,False,False,True,True,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?"
grant_proposal_abstract,Grant abstract,LLM rubric marker,intervention_specificity,Intervention specificity,118,-0.2172445442924058,-0.40130026351998666,-0.033188825064824956,0.020699222846049803,0.9546048722471094,-0.2275753566824136,-0.4203836322093545,-0.03476708115547276,True,118,0.28372483287052785,0.0918087159656581,0.4756409497753976,0.0037600153008675906,True,False,False,True,True,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?"
grant_proposal_abstract,Grant abstract,LLM rubric marker,stakeholder_context_fit,Stakeholder/context fit,118,-0.22475720741964747,-0.38827805028763296,-0.06123636455166198,0.007060149136073703,0.8642881814264164,-0.26004891915646633,-0.4492460485191653,-0.07085178979376743,True,118,0.28828308778989364,0.09668952786461815,0.47987664771516914,0.003186670096695347,True,False,False,True,True,Which abstract better fits the affected community or deployment setting?
grant_proposal_abstract,Grant abstract,LLM rubric marker,evaluation_rigor,Evaluation rigor,118,-0.2535700448038237,-0.44206730917536086,-0.06507278043228656,0.008373444174355125,0.9666314489531014,-0.26232339644902897,-0.45732767090718657,-0.06731912199087135,True,118,0.24150762440533644,0.06036329911252625,0.4226519496981466,0.008971532394936779,True,False,False,True,True,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?"
grant_proposal_abstract,Grant abstract,LLM rubric marker,risk_mitigation,Risk mitigation,118,-0.2599440755008572,-0.44136150347239334,-0.07852664752932101,0.004979031722630015,0.9417328629531151,-0.27602740195952863,-0.46866953552874674,-0.0833852683903105,True,118,0.38605536653740397,0.19245621099586865,0.5796545220789393,9.289830992549121e-05,True,False,False,True,True,Which abstract identifies more realistic risks and more credible mitigation plans?
grant_proposal_abstract,Grant abstract,LLM rubric marker,measurable_impact,Measurable impact,118,-0.26189537221669373,-0.43819537402880177,-0.0855953704045857,0.0035958380281700822,0.9047014517451613,-0.28948264834935306,-0.48435356568017734,-0.0946117310185288,True,118,0.3465229045489594,0.15595033704220754,0.5370954720557113,0.00036536094275243207,True,False,False,True,True,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?"
incident_postmortem,Incident postmortem,Generic text feature,quantitative_detail_rate,Quantitative detail rate,1944,1.3653447034486992,0.5173882693010865,2.2133011375963116,0.001599972974102953,18.949022633914367,0.07205356866295827,0.027304219288602313,0.11680291803731421,True,1944,0.27159295882463586,0.23216721360531473,0.311018704043957,1.524087811034781e-41,True,True,True,True,True,"Numeric tokens plus percentage expressions per 1,000 words."
incident_postmortem,Incident postmortem,Generic text feature,rare_word_rate_per_1k,Rare-word rate per 1k words,1944,0.9845274106534408,0.06053034176362171,1.90852447954326,0.03676193856520673,20.074875937538987,0.04904276438453227,0.003015228684448957,0.09507030008461559,True,1944,0.12231341563349132,0.08205860810381475,0.16256822316316788,2.594044236118545e-09,True,True,True,True,True,"Eligible alphabetic tokens with wordfreq English Zipf frequency below 3.5, per 1,000 eligible tokens."
incident_postmortem,Incident postmortem,LLM rubric marker,operational_realism,Operational realism,119,0.20015340679857574,0.03147235885407376,0.36883445474307774,0.02003482504068995,0.9471130957103744,0.21132999607449449,0.03322977899536716,0.38943021315362186,True,119,0.4380040418871475,0.2590445704021494,0.6169635133721456,1.6097277544954369e-06,True,True,True,True,True,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?
incident_postmortem,Incident postmortem,Generic text feature,mattr_50,MATTR-50,1944,0.0007116084945534797,-0.00013741471158594163,0.001560631700692901,0.10042984757734759,0.018728665131808944,0.037995686801238014,-0.0073371332456873915,0.08332850684816343,False,1944,0.06617406900321889,0.023669774353627833,0.10867836365280995,0.002277131809200552,True,True,False,True,True,Moving-average type-token ratio computed in 50-word windows.
incident_postmortem,Incident postmortem,Generic text feature,textstat_flesch_kincaid_grade,Flesch-Kincaid grade,1944,-0.10156953169255319,-0.22774860110572004,0.02460953772061368,0.11462805385656735,2.6247335287402396,-0.03869708318211725,-0.08677018013902145,0.009376013774786963,False,1944,-0.03593254525581763,-0.07439083312321013,0.0025257426115748716,0.06705916741147312,False,True,False,True,True,Flesch-Kincaid grade level.
incident_postmortem,Incident postmortem,Generic text feature,paragraphs,Paragraphs,1944,-0.20305827306132157,-0.4414530760484845,0.03533652992584135,0.09502323812857838,5.121556419434438,-0.039647766505273574,-0.08619510162444587,0.006899568613898719,False,1944,0.09496387621961443,0.053417419807551214,0.13651033263167764,7.46340107677121e-06,True,False,False,True,True,Paragraph count split on blank lines.
incident_postmortem,Incident postmortem,Generic text feature,positive_words_per_1k,Positive-word rate per 1k words,1944,-0.3748314095802916,-0.7771586001524158,0.027495780991832586,0.06784273202555788,8.588445927406411,-0.04364368277433929,-0.09048885056986167,0.0032014850211830957,False,1944,-0.07426281577028605,-0.11538067642091371,-0.033144955119658405,0.00040020475950490973,True,True,False,True,True,"VADER positive-lexicon tokens per 1,000 words."
incident_postmortem,Incident postmortem,Generic text feature,negative_words_per_1k,Negative-word rate per 1k words,1944,-0.3897109736137114,-0.8431044012157891,0.0636824539883663,0.09204578498181949,9.715583887531334,-0.0401119457281259,-0.08677856225376243,0.006554670797510616,False,1944,0.005574319201296729,-0.03656241407151301,0.04771105247410647,0.7954109074028548,False,False,False,True,True,"VADER negative-lexicon tokens per 1,000 words."
incident_postmortem,Incident postmortem,Generic text feature,words,Words,1944,-24.616255144032923,-28.314431046606305,-20.91807924145954,6.662704048802942e-39,84.91273024864817,-0.2899006435424895,-0.33345331098992753,-0.24634797609505155,True,1944,0.3097168945826352,0.2708467044516977,0.3485870847135727,5.555851291098533e-55,True,False,False,False,False,Word count.
incident_postmortem,Incident postmortem,LLM rubric marker,contributing_factor_analysis,Contributing-factor analysis,119,0.1535063418651757,-0.018992363775967136,0.32600504750631853,0.08112403169662709,0.9964328915361713,0.15405587588394384,-0.01906035412649533,0.32717210589438306,False,119,0.5294090275757461,0.34731770701803116,0.7115003481334612,1.208883089852331e-08,True,True,False,True,True,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?"
incident_postmortem,Incident postmortem,LLM rubric marker,detection_observability_analysis,Detection/observability analysis,119,0.1459360518066215,-0.03516862549757724,0.32704072911082027,0.11424695210593673,0.9928529672969076,0.1469865696266586,-0.03542178616167668,0.3293949254149939,False,119,0.3857334871781102,0.20138376179519574,0.5700832125610247,4.11181393938123e-05,True,True,False,True,True,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?
incident_postmortem,Incident postmortem,LLM rubric marker,root_cause_specificity,Root-cause specificity,119,0.13611497497764077,-0.03960457427870953,0.31183452423399105,0.12895261285734322,0.9977185197712273,0.13642622872115412,-0.03969513795112343,0.31254759539343163,False,119,0.4637099832427411,0.2770712054182427,0.6503487610672395,1.1177777537359602e-06,True,True,False,True,True,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?
incident_postmortem,Incident postmortem,LLM rubric marker,timeline_precision,Timeline precision,119,0.13430240294384976,-0.04035786539515379,0.3089626712828533,0.131781770304908,1.0024894238172306,0.13396889757944735,-0.04025764704976245,0.3081954422086572,False,119,0.41396660846350636,0.2253651419023448,0.6025680750246679,1.6921857573438328e-05,True,True,False,True,True,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?
incident_postmortem,Incident postmortem,LLM rubric marker,impact_specificity,Impact specificity,119,0.10075186957420705,-0.08478071899279462,0.28628445814120873,0.2871651626567534,0.9987173086718015,0.10088126910326346,-0.08488960615446313,0.28665214436099007,False,119,0.20341936837967936,0.0038418732128964184,0.4029968635464623,0.0457459330854216,True,True,False,True,True,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?"
incident_postmortem,Incident postmortem,LLM rubric marker,action_item_concreteness,Action-item concreteness,119,0.07631208453048625,-0.1137254663378628,0.2663496353988353,0.43124449221901046,0.9994301182041805,0.07635559819590701,-0.11379031336599069,0.26650150975780473,False,119,0.29839816520560947,0.1011154704387367,0.49568085997248224,0.0030309606158025883,True,True,False,True,True,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?"
incident_postmortem,Incident postmortem,LLM rubric marker,blameless_systems_framing,Blameless systems framing,119,0.004064153028219344,-0.054714171673868946,0.06284247773030763,0.8921993889224531,0.3556370477438467,0.011427811174348225,-0.1538483462872454,0.17670396863594182,False,119,0.06349584694873657,-0.12800475077708556,0.25499644467455873,0.5157715880409712,False,True,False,True,True,Which postmortem avoids individual blame while still giving a candid causal account?
translation,Translation,Generic text feature,words,Words,1933,0.24055871702017567,-0.15353743738138165,0.634654871421733,0.2315420391660868,8.81243299305205,0.027297650627226142,-0.0174228204064002,0.07201812166085249,False,1933,-0.004663252238555142,-0.09143914010900242,0.08211263563189214,0.9161151464430205,False,False,False,False,False,Word count.
translation,Translation,Generic text feature,positive_words_per_1k,Positive-word rate per 1k words,1933,0.04653311566539797,-0.64308008694945,0.7361463182802459,0.8947824702967062,15.38863680895197,0.0030238621031284884,-0.04178928224333383,0.04783700644959081,False,1933,-0.04018012204737261,-0.0822770122806318,0.0019167681858865832,0.06137881259727562,False,False,False,True,True,"VADER positive-lexicon tokens per 1,000 words."
translation,Translation,Generic text feature,paragraphs,Paragraphs,1933,-0.0004629310908142708,-0.004702049087340311,0.0037761869057117694,0.8305151061518459,0.21215411043697696,-0.0021820510093382814,-0.022163365478309285,0.017799263459632723,False,1933,-0.1370728632297194,-0.20988693865638383,-0.06425878780305497,0.0002245099600748176,True,True,False,True,True,Paragraph count split on blank lines.
translation,Translation,Generic text feature,mattr_50,MATTR-50,1933,-0.001629759597755825,-0.0032449483285139887,-1.4570866997661372e-05,0.04796465278139007,0.036059194687611484,-0.04519678300846098,-0.0899894841419968,-0.0004040818749251587,True,1933,0.06562349699701779,0.02371054310572604,0.10753645088830954,0.0021492760781311143,True,False,False,True,True,Moving-average type-token ratio computed in 50-word windows.
translation,Translation,Generic text feature,textstat_flesch_kincaid_grade,Flesch-Kincaid grade,1933,-0.02062202886942688,-0.1660828097380915,0.12483875199923775,0.7811122097808002,3.2668640492199352,-0.006312484559726636,-0.05083860461770636,0.03821363549825309,False,1933,0.006612902052149516,-0.03672791151436926,0.04995371561866829,0.7648980626967977,False,False,False,True,True,Flesch-Kincaid grade level.
translation,Translation,Generic text feature,quantitative_detail_rate,Quantitative detail rate,1933,-0.2801870058611597,-0.5081170734386977,-0.05225693828362171,0.015980344596481816,5.1883073515695415,-0.0540035481468535,-0.09793503719184728,-0.010072059101859723,True,1933,-0.01824611667209132,-0.061823772776676035,0.025331539432493395,0.41184062233745533,False,True,False,True,True,"Numeric tokens plus percentage expressions per 1,000 words."
translation,Translation,Generic text feature,negative_words_per_1k,Negative-word rate per 1k words,1933,-0.497649000822275,-0.870547427347098,-0.12475057429745195,0.008904361734613052,8.342412830277292,-0.059652885915229124,-0.10435199564658347,-0.014953776183874778,True,1933,-0.009886295850390431,-0.05287857228958946,0.03310598058880859,0.6521970491608406,False,True,False,True,True,"VADER negative-lexicon tokens per 1,000 words."
translation,Translation,Generic text feature,rare_word_rate_per_1k,Rare-word rate per 1k words,1933,-0.9033101841809912,-1.9695388128992113,0.16291844453722892,0.09681101923642038,24.26032904583655,-0.03723404503188358,-0.08118351606765263,0.006715426003885478,False,1933,0.04215718903145687,-0.0021967974105091617,0.08651117547342291,0.062473008301833166,False,False,False,True,True,"Eligible alphabetic tokens with wordfreq English Zipf frequency below 3.5, per 1,000 eligible tokens."
translation,Translation,LLM rubric marker,named_entity_fidelity,Named-entity fidelity,120,-0.007253986892081329,-0.10699462436950188,0.09248665058533923,0.886647279440135,0.5422615780669136,-0.013377283557394523,-0.19731183011513134,0.1705572630003423,False,120,0.1739578487099639,-0.025383943265365583,0.37329964068529337,0.08718898088708843,False,False,False,True,True,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?"
translation,Translation,LLM rubric marker,numeric_factual_fidelity,Numeric/factual fidelity,120,-0.00855080017413326,-0.038147372276569794,0.02104577192830327,0.5712121464869009,0.1585561604681727,-0.053929157649157886,-0.2405921798555862,0.13273386455727043,False,120,0.1027195912260668,0.005756893984384892,0.19968228846774871,0.037859778815997946,True,False,False,True,True,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?"
translation,Translation,LLM rubric marker,structural_clarity,Structural clarity,120,-0.04160815630454141,-0.1447907889158494,0.06157447630676659,0.4293143820576482,0.5407096695812936,-0.07695101205932066,-0.26777917440975346,0.11387715029111219,False,120,0.2797106415712434,0.11839631883164631,0.44102496431084054,0.0006774704825131916,True,False,False,True,True,"Which translation more clearly handles clauses, lists, appositives, parentheticals, quotation, and sentence breaks while preserving source relations?"
translation,Translation,LLM rubric marker,terminology_precision,Terminology precision,120,-0.04203450314118762,-0.16123470008638313,0.07716569380400788,0.4894585771156297,0.6403233601878361,-0.06564574362687155,-0.2518019958526667,0.12051050859892361,False,120,0.437428261126135,0.31133765271898806,0.5635188695332819,1.0494646440300879e-11,True,False,False,True,True,Which translation uses more domain-appropriate terminology?
translation,Translation,LLM rubric marker,additions_omissions,Avoids additions/omissions,120,-0.058204330964961776,-0.11381161711968092,-0.0025970448102426297,0.040214533872266776,0.2983380670328482,-0.1950952204786969,-0.38148540094667105,-0.008705040010722752,True,120,0.010182293092362002,-0.18791758449318374,0.20828217067790777,0.9197540010889904,False,False,False,True,True,Which translation has fewer unsupported additions and fewer omissions of source meaning?
translation,Translation,LLM rubric marker,fluency_idiomaticity,Fluency/idiomaticity,120,-0.09953031955044858,-0.24700105360128055,0.04794041450038339,0.18589030505643808,0.7928249671720922,-0.12553883097988303,-0.31154550352053434,0.06046784156076829,False,120,0.39709043090189944,0.23192379693400367,0.5622570648697952,2.4506374033366873e-06,True,False,False,True,True,Which translation reads more naturally and idiomatically in English?
