sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
10,framed_user_prompt_role:framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r7,framed_user_prompt_role,pair_deltas,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,soil-health monitoring for smallholder cooperatives,,,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r7,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r7::a,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r7::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_prompt_role__gpt-5.4-mini-or__2026-06-21_04-18-43Z__hash-512230f19fe3,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_prompt_role__gpt-5.4-mini-or__2026-06-21_04-18-43Z__hash-512230f19fe3,left,right,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r7::a,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r7::b,role_weak,-1.0
11,framed_user_prompt_role:framed_user_prompt_role:qwen3.5-9b-or:essay:6:v856adc948f:r2,framed_user_prompt_role,pair_deltas,qwen3.5-9b-or,essay,Essay writing,Companies should adopt four-day work weeks where feasible,,,framed_user_prompt_role:qwen3.5-9b-or:essay:6:v856adc948f:r2,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:qwen3.5-9b-or:essay:6:v856adc948f:r2::a,framed_user_prompt_role:qwen3.5-9b-or:essay:6:v856adc948f:r2::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_00-42-03Z__hash-f3f591fe08cf,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_00-42-03Z__hash-f3f591fe08cf,left,right,framed_user_prompt_role:qwen3.5-9b-or:essay:6:v856adc948f:r2::a,framed_user_prompt_role:qwen3.5-9b-or:essay:6:v856adc948f:r2::b,role_strong,1.0
12,framed_user_prompt_role:framed_user_prompt_role:kimi-k2.5-or:incident_postmortem:5:va54078625b:r6,framed_user_prompt_role,pair_deltas,kimi-k2.5-or,incident_postmortem,Incident postmortem,A rate limiter treated shared school IP addresses as abusive traffic and blocked student logins.,,,framed_user_prompt_role:kimi-k2.5-or:incident_postmortem:5:va54078625b:r6,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:kimi-k2.5-or:incident_postmortem:5:va54078625b:r6::a,framed_user_prompt_role:kimi-k2.5-or:incident_postmortem:5:va54078625b:r6::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__kimi-k2.5-or__2026-06-21_05-00-22Z__hash-d0e07b26f6e0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__kimi-k2.5-or__2026-06-21_05-00-22Z__hash-d0e07b26f6e0,right,left,framed_user_prompt_role:kimi-k2.5-or:incident_postmortem:5:va54078625b:r6::b,framed_user_prompt_role:kimi-k2.5-or:incident_postmortem:5:va54078625b:r6::a,role_strong,1.0
13,framed_user_prompt_role:framed_user_prompt_role:glm-5.1-or:incident_postmortem:19:v3aaf5958fa:r2,framed_user_prompt_role,pair_deltas,glm-5.1-or,incident_postmortem,Incident postmortem,A feature experiment assigned all users to treatment after an experiment service timeout.,,,framed_user_prompt_role:glm-5.1-or:incident_postmortem:19:v3aaf5958fa:r2,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:glm-5.1-or:incident_postmortem:19:v3aaf5958fa:r2::a,framed_user_prompt_role:glm-5.1-or:incident_postmortem:19:v3aaf5958fa:r2::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__glm-5.1-or__2026-06-21_01-43-04Z__hash-ff6042806f13,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__glm-5.1-or__2026-06-21_01-43-04Z__hash-ff6042806f13,right,left,framed_user_prompt_role:glm-5.1-or:incident_postmortem:19:v3aaf5958fa:r2::b,framed_user_prompt_role:glm-5.1-or:incident_postmortem:19:v3aaf5958fa:r2::a,role_strong,1.0
14,framed_user_prompt_role:framed_user_prompt_role:qwen3.5-9b-or:incident_postmortem:15:v0e2d201786:r0,framed_user_prompt_role,pair_deltas,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A mobile release disabled offline mode for field inspectors in low-connectivity areas.,,,framed_user_prompt_role:qwen3.5-9b-or:incident_postmortem:15:v0e2d201786:r0,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:qwen3.5-9b-or:incident_postmortem:15:v0e2d201786:r0::a,framed_user_prompt_role:qwen3.5-9b-or:incident_postmortem:15:v0e2d201786:r0::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_01-39-58Z__hash-c1cb1fbc1c54,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_01-39-58Z__hash-c1cb1fbc1c54,right,left,framed_user_prompt_role:qwen3.5-9b-or:incident_postmortem:15:v0e2d201786:r0::b,framed_user_prompt_role:qwen3.5-9b-or:incident_postmortem:15:v0e2d201786:r0::a,tie,0.0
15,framed_user_prompt_role:framed_user_prompt_role:glm-5.1-or:translation:13:va3eff5dc33:r6,framed_user_prompt_role,pair_deltas,glm-5.1-or,translation,Translation,今天上午举行的《北京市控制吸烟条例》实施一周年宣传活动上，“我的控烟宣言”全国青年控烟微视频获奖的青年学生代表与全国控烟宣传形象大使黄轩互动，并且回顾了征集活动视频及获奖优秀作品展映。,,,framed_user_prompt_role:glm-5.1-or:translation:13:va3eff5dc33:r6,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:glm-5.1-or:translation:13:va3eff5dc33:r6::a,framed_user_prompt_role:glm-5.1-or:translation:13:va3eff5dc33:r6::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__glm-5.1-or__2026-06-21_05-35-16Z__hash-3bb9cbf86404,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__glm-5.1-or__2026-06-21_05-35-16Z__hash-3bb9cbf86404,left,right,framed_user_prompt_role:glm-5.1-or:translation:13:va3eff5dc33:r6::a,framed_user_prompt_role:glm-5.1-or:translation:13:va3eff5dc33:r6::b,role_strong,1.0
16,framed_user_prompt_role:framed_user_prompt_role:mimo-v25-pro-or:essay:5:v55f9f05276:r7,framed_user_prompt_role,pair_deltas,mimo-v25-pro-or,essay,Essay writing,College athletes should be paid for their work,,,framed_user_prompt_role:mimo-v25-pro-or:essay:5:v55f9f05276:r7,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:mimo-v25-pro-or:essay:5:v55f9f05276:r7::a,framed_user_prompt_role:mimo-v25-pro-or:essay:5:v55f9f05276:r7::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__mimo-v25-pro-or__2026-06-21_04-08-14Z__hash-a8cb77161e6f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__mimo-v25-pro-or__2026-06-21_04-08-14Z__hash-a8cb77161e6f,right,left,framed_user_prompt_role:mimo-v25-pro-or:essay:5:v55f9f05276:r7::b,framed_user_prompt_role:mimo-v25-pro-or:essay:5:v55f9f05276:r7::a,role_strong,1.0
17,framed_user_prompt_role:framed_user_prompt_role:kimi-k2.5-or:translation:13:va3eff5dc33:r8,framed_user_prompt_role,pair_deltas,kimi-k2.5-or,translation,Translation,今天上午举行的《北京市控制吸烟条例》实施一周年宣传活动上，“我的控烟宣言”全国青年控烟微视频获奖的青年学生代表与全国控烟宣传形象大使黄轩互动，并且回顾了征集活动视频及获奖优秀作品展映。,,,framed_user_prompt_role:kimi-k2.5-or:translation:13:va3eff5dc33:r8,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:kimi-k2.5-or:translation:13:va3eff5dc33:r8::a,framed_user_prompt_role:kimi-k2.5-or:translation:13:va3eff5dc33:r8::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__kimi-k2.5-or__2026-06-21_05-56-04Z__hash-f4ae42e04d0a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__kimi-k2.5-or__2026-06-21_05-56-04Z__hash-f4ae42e04d0a,left,right,framed_user_prompt_role:kimi-k2.5-or:translation:13:va3eff5dc33:r8::a,framed_user_prompt_role:kimi-k2.5-or:translation:13:va3eff5dc33:r8::b,tie,0.0
18,framed_user_prompt_role:framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r1,framed_user_prompt_role,pair_deltas,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,soil-health monitoring for smallholder cooperatives,,,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r1,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r1::a,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r1::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_prompt_role__gpt-5.4-mini-or__2026-06-21_00-41-18Z__hash-dd4659338406,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_prompt_role__gpt-5.4-mini-or__2026-06-21_00-41-18Z__hash-dd4659338406,right,left,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r1::b,framed_user_prompt_role:gpt-5.4-mini-or:grant_proposal_abstract:9:v6a38c0eecb:r1::a,tie,0.0
19,framed_user_prompt_role:framed_user_prompt_role:qwen3.6-plus-or:incident_postmortem:10:vfdf4828f6e:r4,framed_user_prompt_role,pair_deltas,qwen3.6-plus-or,incident_postmortem,Incident postmortem,A background cleanup task deleted draft grant applications older than 30 days instead of 90 days.,,,framed_user_prompt_role:qwen3.6-plus-or:incident_postmortem:10:vfdf4828f6e:r4,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:qwen3.6-plus-or:incident_postmortem:10:vfdf4828f6e:r4::a,framed_user_prompt_role:qwen3.6-plus-or:incident_postmortem:10:vfdf4828f6e:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__qwen3.6-plus-or__2026-06-21_01-45-08Z__hash-4e0f8f7f6e3f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__framed_user_prompt_role__qwen3.6-plus-or__2026-06-21_01-45-08Z__hash-4e0f8f7f6e3f,left,right,framed_user_prompt_role:qwen3.6-plus-or:incident_postmortem:10:vfdf4828f6e:r4::a,framed_user_prompt_role:qwen3.6-plus-or:incident_postmortem:10:vfdf4828f6e:r4::b,tie,0.0
20,framed_user_prompt_role:framed_user_prompt_role:qwen3.5-9b-or:translation:9:v17ceca2fec:r5,framed_user_prompt_role,pair_deltas,qwen3.5-9b-or,translation,Translation,澳洲统计局(ABS)数据显示，今年第二季度，全澳房屋价值平均上涨1.5%至2%，年增3.5%，创自2013年3月以来最低年增率。,,,framed_user_prompt_role:qwen3.5-9b-or:translation:9:v17ceca2fec:r5,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:qwen3.5-9b-or:translation:9:v17ceca2fec:r5::a,framed_user_prompt_role:qwen3.5-9b-or:translation:9:v17ceca2fec:r5::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_05-55-24Z__hash-aa0ad1c2fefb,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_05-55-24Z__hash-aa0ad1c2fefb,left,right,framed_user_prompt_role:qwen3.5-9b-or:translation:9:v17ceca2fec:r5::a,framed_user_prompt_role:qwen3.5-9b-or:translation:9:v17ceca2fec:r5::b,role_strong,1.0
21,framed_user_prompt_role:framed_user_prompt_role:deepseek-v3.2-or:grant_proposal_abstract:5:v24a90458c4:r2,framed_user_prompt_role,pair_deltas,deepseek-v3.2-or,grant_proposal_abstract,Grant abstract,peer-support matching for first-generation college students,,,framed_user_prompt_role:deepseek-v3.2-or:grant_proposal_abstract:5:v24a90458c4:r2,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:deepseek-v3.2-or:grant_proposal_abstract:5:v24a90458c4:r2::a,framed_user_prompt_role:deepseek-v3.2-or:grant_proposal_abstract:5:v24a90458c4:r2::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_01-12-15Z__hash-fda380bf80ec,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_01-12-15Z__hash-fda380bf80ec,left,right,framed_user_prompt_role:deepseek-v3.2-or:grant_proposal_abstract:5:v24a90458c4:r2::a,framed_user_prompt_role:deepseek-v3.2-or:grant_proposal_abstract:5:v24a90458c4:r2::b,role_strong,1.0
22,framed_user_prompt_role:framed_user_prompt_role:qwen3.5-9b-or:translation:14:vec47f2e829:r9,framed_user_prompt_role,pair_deltas,qwen3.5-9b-or,translation,Translation,另外，今天还将出让白云区同和东坑蟾蜍石北路一幅二类居住用地（R2），用地面积32891平方米（可建设用地30965平方米），建筑面积92895平方米，挂牌起始价61311万元，折合楼面地价6600元/平方米。,,,framed_user_prompt_role:qwen3.5-9b-or:translation:14:vec47f2e829:r9,role_strong,role_weak,user_strong,user_normal,framed_user_prompt_role:qwen3.5-9b-or:translation:14:vec47f2e829:r9::a,framed_user_prompt_role:qwen3.5-9b-or:translation:14:vec47f2e829:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_05-55-24Z__hash-aa0ad1c2fefb,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__framed_user_prompt_role__qwen3.5-9b-or__2026-06-21_05-55-24Z__hash-aa0ad1c2fefb,right,left,framed_user_prompt_role:qwen3.5-9b-or:translation:14:vec47f2e829:r9::b,framed_user_prompt_role:qwen3.5-9b-or:translation:14:vec47f2e829:r9::a,role_weak,-1.0
