sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
10,moral_low_vs_r0:gpt-5.4-mini-or:grant_proposal_abstract:iequipment-sharing-dashboards-for-university-research-labs:r0:modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i5:r0::b:r0:grant_proposal_abstract:gpt-5.4-mini-or:i5:r0,moral_low_vs_r0,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,equipment-sharing dashboards for university research labs,25,0,,moral_low,r0,moral_bad,r0,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i5:r0::b,r0:grant_proposal_abstract:gpt-5.4-mini-or:i5:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i5:r0::b,r0:grant_proposal_abstract:gpt-5.4-mini-or:i5:r0,,
11,moral_low_vs_r0:qwen3.5-9b-or:essay:iEmployers-should-offer-paid-family-leave:r0:modgrid_essay_moral:qwen3.5-9b-or:essay:iEmployers should offer paid family leave:r0::b:r0:essay:qwen3.5-9b-or:iEmployers should offer paid family leave:r0,moral_low_vs_r0,arm_match,qwen3.5-9b-or,essay,Essay writing,Employers should offer paid family leave,8,0,,moral_low,r0,moral_bad,r0,modgrid_essay_moral:qwen3.5-9b-or:essay:iEmployers should offer paid family leave:r0::b,r0:essay:qwen3.5-9b-or:iEmployers should offer paid family leave:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-d294e29987b7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_essay_moral:qwen3.5-9b-or:essay:iEmployers should offer paid family leave:r0::b,r0:essay:qwen3.5-9b-or:iEmployers should offer paid family leave:r0,,
12,moral_low_vs_r0:kimi-k2.5-or:incident_postmortem:iA-time-zone-conversion-bug-scheduled-patient-reminders-one-day-late-after-daylight-saving-changes.:r1:modgrid_incident_moral:kimi-k2.5-or:incident_postmortem:i14:r1::b:r0:incident_postmortem:kimi-k2.5-or:i14:r1,moral_low_vs_r0,arm_match,kimi-k2.5-or,incident_postmortem,Incident postmortem,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,6,1,,moral_low,r0,moral_bad,r0,modgrid_incident_moral:kimi-k2.5-or:incident_postmortem:i14:r1::b,r0:incident_postmortem:kimi-k2.5-or:i14:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-f1c4adfbbe93,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:kimi-k2.5-or:i14:r1,modgrid_incident_moral:kimi-k2.5-or:incident_postmortem:i14:r1::b,,
13,moral_low_vs_r0:glm-5.1-or:incident_postmortem:iA-search-index-rebuild-dropped-filters-for-accessibility-needs-in-a-housing-assistance-portal.:r2:modgrid_incident_moral:glm-5.1-or:incident_postmortem:i10:r2::b:r0:incident_postmortem:glm-5.1-or:i10:r2,moral_low_vs_r0,arm_match,glm-5.1-or,incident_postmortem,Incident postmortem,A search index rebuild dropped filters for accessibility needs in a housing assistance portal.,2,2,,moral_low,r0,moral_bad,r0,modgrid_incident_moral:glm-5.1-or:incident_postmortem:i10:r2::b,r0:incident_postmortem:glm-5.1-or:i10:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-9ab484b06507,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:glm-5.1-or:i10:r2,modgrid_incident_moral:glm-5.1-or:incident_postmortem:i10:r2::b,,
14,moral_low_vs_r0:qwen3.5-9b-or:incident_postmortem:iA-feature-experiment-assigned-all-users-to-treatment-after-an-experiment-service-timeout.:r3:modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i26:r3::b:r0:incident_postmortem:qwen3.5-9b-or:i26:r3,moral_low_vs_r0,arm_match,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A feature experiment assigned all users to treatment after an experiment service timeout.,19,3,,moral_low,r0,moral_bad,r0,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i26:r3::b,r0:incident_postmortem:qwen3.5-9b-or:i26:r3,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-ddba9133645f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:qwen3.5-9b-or:i26:r3,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i26:r3::b,,
15,moral_low_vs_r0:glm-5.1-or:translation:iIP:r4:modgrid_translation_moral:glm-5.1-or:translation:i19:r4::b:r0:translation:glm-5.1-or:i19:r4,moral_low_vs_r0,arm_match,glm-5.1-or,translation,Translation,这十部音乐IP作品，方文山会自己执导一到两部，当周董被问到是否会帮忙执导时，周杰伦坦言当导演压力太大，希望找一些年轻的导演，让他们有发挥的空间。,11,4,,moral_low,r0,moral_bad,r0,modgrid_translation_moral:glm-5.1-or:translation:i19:r4::b,r0:translation:glm-5.1-or:i19:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-705546465ca1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_moral:glm-5.1-or:translation:i19:r4::b,r0:translation:glm-5.1-or:i19:r4,,
16,moral_low_vs_r0:mimo-v25-pro-or:essay:iEmployers-should-offer-paid-family-leave:r0:modgrid_essay_moral:mimo-v25-pro-or:essay:iEmployers should offer paid family leave:r0::b:r0:essay:mimo-v25-pro-or:iEmployers should offer paid family leave:r0,moral_low_vs_r0,arm_match,mimo-v25-pro-or,essay,Essay writing,Employers should offer paid family leave,8,0,,moral_low,r0,moral_bad,r0,modgrid_essay_moral:mimo-v25-pro-or:essay:iEmployers should offer paid family leave:r0::b,r0:essay:mimo-v25-pro-or:iEmployers should offer paid family leave:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-869664aad346,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:essay:mimo-v25-pro-or:iEmployers should offer paid family leave:r0,modgrid_essay_moral:mimo-v25-pro-or:essay:iEmployers should offer paid family leave:r0::b,,
17,moral_low_vs_r0:kimi-k2.5-or:translation:i2-10-2016-2014-2025:r0:modgrid_translation_moral:kimi-k2.5-or:translation:i18:r0::b:r0:translation:kimi-k2.5-or:i18:r0,moral_low_vs_r0,arm_match,kimi-k2.5-or,translation,Translation,2月10日消息：记者昨天从常州市农委获悉，在2016年成功创成国家森林城市的基础上，今年，常州市将深入实施《江苏省常州国家森林城市建设总体规划（2014-2025）》，巩固提升国家森林城市建设成果，建设绿色和谐、全民共享的高品质森林城市。,10,0,,moral_low,r0,moral_bad,r0,modgrid_translation_moral:kimi-k2.5-or:translation:i18:r0::b,r0:translation:kimi-k2.5-or:i18:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-cfcad95afbdf,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_moral:kimi-k2.5-or:translation:i18:r0::b,r0:translation:kimi-k2.5-or:i18:r0,,
18,moral_low_vs_r0:gpt-5.4-mini-or:grant_proposal_abstract:iwater-quality-testing-kits-for-tribal-lands:r0:modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i22:r0::b:r0:grant_proposal_abstract:gpt-5.4-mini-or:i22:r0,moral_low_vs_r0,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,water-quality testing kits for tribal lands,15,0,,moral_low,r0,moral_bad,r0,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i22:r0::b,r0:grant_proposal_abstract:gpt-5.4-mini-or:i22:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:gpt-5.4-mini-or:i22:r0,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i22:r0::b,,
19,moral_low_vs_r0:qwen3.6-plus-or:incident_postmortem:iA-background-job-retried-failed-invoice-emails-too-aggressively-and-sent-duplicates-to-31-000-customers.:r1:modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i1:r1::b:r0:incident_postmortem:qwen3.6-plus-or:i1:r1,moral_low_vs_r0,arm_match,qwen3.6-plus-or,incident_postmortem,Incident postmortem,"A background job retried failed invoice emails too aggressively and sent duplicates to 31,000 customers.",1,1,,moral_low,r0,moral_bad,r0,modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i1:r1::b,r0:incident_postmortem:qwen3.6-plus-or:i1:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-7b746e78f4f1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i1:r1::b,r0:incident_postmortem:qwen3.6-plus-or:i1:r1,,
20,moral_low_vs_r0:qwen3.5-9b-or:translation:iPacho-Herrera:r4:modgrid_translation_moral:qwen3.5-9b-or:translation:i6:r4::b:r0:translation:qwen3.5-9b-or:i6:r4,moral_low_vs_r0,arm_match,qwen3.5-9b-or,translation,Translation,吉尔伯托·罗德里格斯·欧华拉（达米安·阿尔卡扎饰）是卡利集团的领导人，米格尔·罗德里格斯·欧华拉（弗朗西斯科·丹尼斯饰）是卡利集团的智囊，Pacho Herrera帕乔·赫雷拉（阿尔伯托·阿曼饰）负责运营墨西哥的网络，彻普·圣克鲁斯·伦敦诺（佩佩·拉帕佐特饰）负责纽约的运营。,26,4,,moral_low,r0,moral_bad,r0,modgrid_translation_moral:qwen3.5-9b-or:translation:i6:r4::b,r0:translation:qwen3.5-9b-or:i6:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-2beddcf0e258,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_moral:qwen3.5-9b-or:translation:i6:r4::b,r0:translation:qwen3.5-9b-or:i6:r4,,
21,moral_low_vs_r0:deepseek-v3.2-or:grant_proposal_abstract:ifood-bank-inventory-forecasting-for-regional-networks:r2:modgrid_grant_moral:deepseek-v3.2-or:grant_proposal_abstract:i15:r2::b:r0:grant_proposal_abstract:deepseek-v3.2-or:i15:r2,moral_low_vs_r0,arm_match,deepseek-v3.2-or,grant_proposal_abstract,Grant abstract,food-bank inventory forecasting for regional networks,7,2,,moral_low,r0,moral_bad,r0,modgrid_grant_moral:deepseek-v3.2-or:grant_proposal_abstract:i15:r2::b,r0:grant_proposal_abstract:deepseek-v3.2-or:i15:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__deepseek-v3.2-or__2026-06-13_04-04-49Z__hash-d4e6f64fd77f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_grant_moral:deepseek-v3.2-or:grant_proposal_abstract:i15:r2::b,r0:grant_proposal_abstract:deepseek-v3.2-or:i15:r2,,
22,moral_low_vs_r0:qwen3.5-9b-or:translation:inone:r3:modgrid_translation_moral:qwen3.5-9b-or:translation:i1:r3::b:r0:translation:qwen3.5-9b-or:i1:r3,moral_low_vs_r0,arm_match,qwen3.5-9b-or,translation,Translation,从可视化地图看，东方国家对比特币的态度比西方更为保守，占全球主体的国家仍在观望数字货币合法性，代表“黑天鹅风险”依旧很大。,1,3,,moral_low,r0,moral_bad,r0,modgrid_translation_moral:qwen3.5-9b-or:translation:i1:r3::b,r0:translation:qwen3.5-9b-or:i1:r3,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-2beddcf0e258,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:translation:qwen3.5-9b-or:i1:r3,modgrid_translation_moral:qwen3.5-9b-or:translation:i1:r3::b,,
23,moral_low_vs_r0:mimo-v25-pro-or:essay:iCities-should-prioritize-public-transit-over-highway-expansion:r4:modgrid_essay_moral:mimo-v25-pro-or:essay:iCities should prioritize public transit over highway expansion:r4::b:r0:essay:mimo-v25-pro-or:iCities should prioritize public transit over highway expansion:r4,moral_low_vs_r0,arm_match,mimo-v25-pro-or,essay,Essay writing,Cities should prioritize public transit over highway expansion,4,4,,moral_low,r0,moral_bad,r0,modgrid_essay_moral:mimo-v25-pro-or:essay:iCities should prioritize public transit over highway expansion:r4::b,r0:essay:mimo-v25-pro-or:iCities should prioritize public transit over highway expansion:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-869664aad346,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_essay_moral:mimo-v25-pro-or:essay:iCities should prioritize public transit over highway expansion:r4::b,r0:essay:mimo-v25-pro-or:iCities should prioritize public transit over highway expansion:r4,,
24,moral_low_vs_r0:kimi-k2.5-or:grant_proposal_abstract:iAI-assisted-document-triage-for-legal-aid-clinics:r0:modgrid_grant_moral:kimi-k2.5-or:grant_proposal_abstract:i2:r0::b:r0:grant_proposal_abstract:kimi-k2.5-or:i2:r0,moral_low_vs_r0,arm_match,kimi-k2.5-or,grant_proposal_abstract,Grant abstract,AI-assisted document triage for legal aid clinics,12,0,,moral_low,r0,moral_bad,r0,modgrid_grant_moral:kimi-k2.5-or:grant_proposal_abstract:i2:r0::b,r0:grant_proposal_abstract:kimi-k2.5-or:i2:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-21906dea91b0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:kimi-k2.5-or:i2:r0,modgrid_grant_moral:kimi-k2.5-or:grant_proposal_abstract:i2:r0::b,,
