domain,actor,actor_label,task,task_label,resolved_n,target_wins,target_losses,ties,target_win_rate_excluding_ties,familywise_ci_lo,familywise_ci_hi,familywise_ci_positive,familywise_ci_negative,p_two_sided_exact,holm_p_two_sided,holm_positive,holm_negative
religions,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,26,12,14,49,0.46153846153846156,0.17987218200388078,0.7624423192743122,False,False,0.8450189828872681,1.0,False,False
religions,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,36,18,18,39,0.5,0.24647126903331257,0.7535287309666875,False,False,1.0,1.0,False,False
religions,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,43,36,7,32,0.8372093023255814,0.6041820570260588,0.9633703303716824,True,False,8.963039363152348e-06,0.00025096510216826573,True,False
religions,gpt-5.4-mini-or,GPT-5.4 mini,translation,Translation,32,17,15,43,0.53125,0.2581550024133593,0.7914204806721992,False,False,0.860050065908581,1.0,False,False
religions,glm-5.1-or,GLM-5.1,essay,Essay writing,17,10,7,58,0.5882352941176471,0.21463980894596102,0.8978207656050641,False,False,0.629058837890625,1.0,False,False
religions,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,44,14,30,31,0.3181818181818182,0.12885651773059587,0.5634054002554405,False,False,0.022628841205914796,0.6109787125596995,False,False
religions,glm-5.1-or,GLM-5.1,incident_postmortem,Incident postmortem,38,22,16,37,0.5789473684210527,0.32033640040982747,0.8097358965388906,False,False,0.417692190836533,1.0,False,False
religions,glm-5.1-or,GLM-5.1,translation,Translation,28,13,15,47,0.4642857142857143,0.1902733759286516,0.7549985550929224,False,False,0.8505540192127228,1.0,False,False
religions,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,21,6,15,54,0.2857142857142857,0.05711840900798603,0.6442821282596674,False,False,0.0783538818359375,1.0,False,False
religions,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,31,10,21,44,0.3225806451612903,0.10492730039065269,0.615973233967244,False,False,0.07075554598122835,1.0,False,False
religions,kimi-k2.5-or,Kimi K2.5,incident_postmortem,Incident postmortem,34,14,20,41,0.4117647058823529,0.17255566706500705,0.6854859978255615,False,False,0.39152830513194203,1.0,False,False
religions,kimi-k2.5-or,Kimi K2.5,translation,Translation,39,23,16,36,0.5897435897435898,0.33326980209341245,0.8153501537250611,False,False,0.3367836351899315,1.0,False,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,33,12,21,42,0.36363636363636365,0.1363196280354419,0.6458373292555566,False,False,0.16275565745308995,1.0,False,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,51,22,29,24,0.43137254901960786,0.2261309068999913,0.6548937039925868,False,False,0.4010619910279374,1.0,False,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,53,25,28,22,0.4716981132075472,0.2632419072705171,0.6874169429358312,False,False,0.7838463022094988,1.0,False,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,34,16,18,41,0.47058823529411764,0.21668055563356195,0.7359940692013096,False,False,0.8641662404406816,1.0,False,False
religions,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,24,9,15,51,0.375,0.11475360830366066,0.7024965206742242,False,False,0.30745625495910645,1.0,False,False
religions,qwen3.5-9b-or,Qwen3.5 9B,grant_proposal_abstract,Grant abstract,35,16,19,40,0.45714285714285713,0.20940003155926154,0.7211943505735681,False,False,0.735878800856881,1.0,False,False
religions,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,31,12,19,44,0.3870967741935484,0.1464248213047294,0.675896316151981,False,False,0.28104151505976915,1.0,False,False
religions,qwen3.5-9b-or,Qwen3.5 9B,translation,Translation,56,26,30,19,0.4642857142857143,0.26212775331733285,0.6751349913855962,False,False,0.6888797607233395,1.0,False,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,27,18,9,48,0.6666666666666666,0.35294050429717677,0.8996801981817986,False,False,0.12207812070846558,1.0,False,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,41,21,20,34,0.5121951219512195,0.2711598478959852,0.7492318360285644,False,False,1.0,1.0,False,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,30,16,14,45,0.5333333333333333,0.25184153125213515,0.8001928074719674,False,False,0.8555355519056321,1.0,False,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,31,15,16,44,0.4838709677419355,0.21660807243691155,0.7580029145936459,False,False,1.0,1.0,False,False
