domain,actor,actor_label,task,task_label,resolved_n,target_wins,target_losses,ties,target_win_rate_excluding_ties,familywise_ci_lo,familywise_ci_hi,familywise_ci_positive,p_two_sided_exact,holm_p_two_sided,holm_positive
animals,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,21,8,13,54,0.38095238095238093,0.1057678916572579,0.7282053107746,False,0.38331031799316406,1.0,False
animals,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,36,17,19,39,0.4722222222222222,0.22418726246443196,0.730551946051474,False,0.8679394004284404,1.0,False
animals,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,32,19,13,43,0.59375,0.31139974697230693,0.8373043475773113,False,0.37708558747544885,1.0,False
animals,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,32,14,18,43,0.4375,0.18516850850408326,0.7156860644898324,False,0.5966148958541453,1.0,False
countries,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,27,14,13,48,0.5185185185185185,0.22681039031230618,0.8012762115509026,False,1.0,1.0,False
countries,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,35,18,17,40,0.5142857142857142,0.25492978374780334,0.7682060780914337,False,1.0,1.0,False
countries,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,39,17,22,36,0.4358974358974359,0.20413820683859754,0.6896980534710236,False,0.5223973804968411,1.0,False
countries,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,31,12,19,44,0.3870967741935484,0.1464248213047294,0.675896316151981,False,0.28104151505976915,1.0,False
countries,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,29,15,14,46,0.5172413793103449,0.23472422432712736,0.7919513191047916,False,1.0,1.0,False
countries,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,25,17,8,50,0.68,0.3532027482650214,0.9133248528217215,False,0.10775214433670044,1.0,False
countries,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,40,21,19,35,0.525,0.279280877108655,0.7623281325950233,False,0.8746293123804207,1.0,False
countries,gpt-5.4-mini-or,GPT-5.4 mini,translation,Translation,39,18,21,36,0.46153846153846156,0.22421696916071798,0.7120821717618842,False,0.7492586247608418,1.0,False
countries,glm-5.1-or,GLM-5.1,essay,Essay writing,22,11,11,53,0.5,0.18712926321174952,0.8128707367882506,False,1.0,1.0,False
countries,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,43,19,24,32,0.4418604651162791,0.2184351342535841,0.6835114074503235,False,0.542384011856484,1.0,False
countries,glm-5.1-or,GLM-5.1,incident_postmortem,Incident postmortem,30,13,17,45,0.43333333333333335,0.17539069942048477,0.7205476520859773,False,0.5846647117286922,1.0,False
countries,glm-5.1-or,GLM-5.1,translation,Translation,34,22,12,41,0.6470588235294118,0.3683126454835495,0.8682228589360413,False,0.12144948495551944,1.0,False
countries,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,24,10,14,51,0.4166666666666667,0.14069032039391494,0.7374504944155469,False,0.5412561893463135,1.0,False
countries,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,36,21,15,39,0.5833333333333334,0.3174907157041486,0.8182773598642807,False,0.4050322461407632,1.0,False
countries,kimi-k2.5-or,Kimi K2.5,incident_postmortem,Incident postmortem,36,14,22,39,0.3888888888888889,0.1615702724393925,0.6574226982416317,False,0.24298495403490966,1.0,False
countries,kimi-k2.5-or,Kimi K2.5,translation,Translation,32,12,20,43,0.375,0.14118978231368878,0.6605648772104087,False,0.21532714972272515,1.0,False
countries,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,33,18,15,42,0.5454545454545454,0.27377232697410586,0.7988649171505335,False,0.7283324808813632,1.0,False
countries,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,38,19,19,37,0.5,0.2525411684479955,0.7474588315520045,False,1.0,1.0,False
countries,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,48,26,22,27,0.5416666666666666,0.3140697119137299,0.7575038576684754,False,0.6654658120766188,1.0,False
countries,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,40,19,21,35,0.475,0.23767186740497676,0.720719122891345,False,0.8746293123804207,1.0,False
countries,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,20,4,16,55,0.2,0.02225335568389746,0.5680075207151577,False,0.01181793212890625,0.330902099609375,False
countries,qwen3.5-9b-or,Qwen3.5 9B,grant_proposal_abstract,Grant abstract,32,15,17,43,0.46875,0.20857951932780086,0.7418449975866408,False,0.860050065908581,1.0,False
countries,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,34,15,19,41,0.4411764705882353,0.194212129605307,0.7111415309997988,False,0.6075913612730801,1.0,False
countries,qwen3.5-9b-or,Qwen3.5 9B,translation,Translation,49,23,26,26,0.46938775510204084,0.25369467250306593,0.693551260834209,False,0.7754496546815659,1.0,False
countries,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,20,9,11,55,0.45,0.14211826096308872,0.7894436924004775,False,0.8238029479980469,1.0,False
countries,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,33,11,22,42,0.3333333333333333,0.11657426498826935,0.6172220775545207,False,0.08014331245794892,1.0,False
countries,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,29,11,18,46,0.3793103448275862,0.13501957272681664,0.6783080976448805,False,0.26493089646101,1.0,False
countries,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,25,8,17,50,0.32,0.08667514717827854,0.6467972517349787,False,0.10775214433670044,1.0,False
political,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,31,16,15,44,0.5161290322580645,0.24199708540635423,0.7833919275630885,False,1.0,1.0,False
political,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,35,21,14,40,0.6,0.3288031999383378,0.8331198425765376,False,0.31050465907901537,1.0,False
political,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,45,25,20,30,0.5555555555555556,0.3193572917666668,0.7750757716320416,False,0.5514843298025198,1.0,False
political,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,30,13,17,45,0.43333333333333335,0.17539069942048477,0.7205476520859773,False,0.5846647117286922,1.0,False
political,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,27,15,12,48,0.5555555555555556,0.2562495232401204,0.8280051814045226,False,0.7011080384254456,1.0,False
political,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,37,20,17,38,0.5405405405405406,0.28350926411618477,0.7829271156081162,False,0.7428293587290682,1.0,False
political,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,47,24,23,28,0.5106382978723404,0.28455859861095456,0.7336548176294684,False,1.0,1.0,False
political,gpt-5.4-mini-or,GPT-5.4 mini,translation,Translation,31,16,15,44,0.5161290322580645,0.24199708540635423,0.7833919275630885,False,1.0,1.0,False
political,glm-5.1-or,GLM-5.1,essay,Essay writing,31,15,16,44,0.4838709677419355,0.21660807243691155,0.7580029145936459,False,1.0,1.0,False
political,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,46,18,28,29,0.391304347826087,0.1853584342516537,0.6292259281388806,False,0.18392482137699062,1.0,False
political,glm-5.1-or,GLM-5.1,incident_postmortem,Incident postmortem,33,17,16,42,0.5151515151515151,0.24870978092413423,0.7755034530574729,False,1.0,1.0,False
political,glm-5.1-or,GLM-5.1,translation,Translation,33,21,12,42,0.6363636363636364,0.3541626707444435,0.8636803719645582,False,0.16275565745308995,1.0,False
political,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,20,11,9,55,0.55,0.21055630759952262,0.8578817390369113,False,0.8238029479980469,1.0,False
political,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,43,27,16,32,0.627906976744186,0.380864360101159,0.8348127490867736,False,0.12628947438543037,1.0,False
political,kimi-k2.5-or,Kimi K2.5,incident_postmortem,Incident postmortem,35,25,10,40,0.7142857142857143,0.4383944236487808,0.9083425223102366,False,0.016673847800120715,0.4501938906032593,False
political,kimi-k2.5-or,Kimi K2.5,translation,Translation,36,21,15,39,0.5833333333333334,0.3174907157041486,0.8182773598642807,False,0.4050322461407632,1.0,False
political,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,42,29,13,33,0.6904761904761905,0.43932811376031683,0.8804018514228246,False,0.019520472782460274,0.5075322923439671,False
political,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,47,31,16,28,0.6595744680851063,0.42257650538469643,0.8505328634079079,False,0.03998605682605215,0.9596653638252516,False
political,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,46,20,26,29,0.43478260869565216,0.21928749269146225,0.6694519417839238,False,0.4613911821367651,1.0,False
political,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,45,25,20,30,0.5555555555555556,0.3193572917666668,0.7750757716320416,False,0.5514843298025198,1.0,False
political,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,23,15,8,52,0.6521739130434783,0.3145400649724291,0.9047333754633868,False,0.21003961563110352,1.0,False
political,qwen3.5-9b-or,Qwen3.5 9B,grant_proposal_abstract,Grant abstract,36,20,16,39,0.5555555555555556,0.29311880680149016,0.7973992287806544,False,0.617719317029696,1.0,False
political,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,29,20,9,46,0.6896551724137931,0.38577148131622724,0.907429687448343,False,0.06142834573984146,1.0,False
political,qwen3.5-9b-or,Qwen3.5 9B,translation,Translation,43,32,11,32,0.7441860465116279,0.49841875574845834,0.9130346454133667,False,0.001913961001264397,0.05359090803540312,False
political,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,19,11,8,56,0.5789473684210527,0.22469704911098978,0.8810948469527169,False,0.6476058959960938,1.0,False
political,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,31,22,9,44,0.7096774193548387,0.41569138128164684,0.9140617528323409,False,0.029449373483657837,0.7362343370914459,False
political,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,22,15,7,53,0.6818181818181818,0.3337790437824362,0.9240686307754182,False,0.13380050659179688,1.0,False
political,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,31,20,11,44,0.6451612903225806,0.3535196655380166,0.8748852579453177,False,0.14961278438568115,1.0,False
religions,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,35,15,20,40,0.42857142857142855,0.18775683068665758,0.696573761133831,False,0.4995598332025112,1.0,False
religions,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,34,22,12,41,0.6470588235294118,0.3683126454835495,0.8682228589360413,False,0.12144948495551944,1.0,False
religions,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,39,26,13,36,0.6666666666666666,0.4058206374540833,0.8700972212152158,False,0.05325191409792752,1.0,False
religions,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,26,8,18,49,0.3076923076923077,0.08293885005926688,0.6288775652364331,False,0.07551869750022888,1.0,False
religions,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,28,13,15,47,0.4642857142857143,0.1902733759286516,0.7549985550929224,False,0.8505540192127228,1.0,False
religions,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,31,14,17,44,0.45161290322580644,0.19220474192746684,0.7316313206280556,False,0.720100131817162,1.0,False
religions,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,39,20,19,36,0.5128205128205128,0.2661102006015598,0.7551238514174209,False,1.0,1.0,False
religions,gpt-5.4-mini-or,GPT-5.4 mini,translation,Translation,29,13,16,46,0.4482758620689655,0.18252408464267655,0.7374532407585555,False,0.711071103811264,1.0,False
religions,glm-5.1-or,GLM-5.1,essay,Essay writing,17,10,7,58,0.5882352941176471,0.21463980894596102,0.8978207656050641,False,0.629058837890625,1.0,False
religions,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,38,21,17,37,0.5526315789473685,0.29712332556248755,0.7895963929957628,False,0.6271025701571489,1.0,False
religions,glm-5.1-or,GLM-5.1,incident_postmortem,Incident postmortem,42,20,22,33,0.47619047619047616,0.2437551614315262,0.7162565447220017,False,0.8776143287523154,1.0,False
religions,glm-5.1-or,GLM-5.1,translation,Translation,29,15,14,46,0.5172413793103449,0.23472422432712736,0.7919513191047916,False,1.0,1.0,False
religions,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,30,20,10,45,0.6666666666666666,0.3688976799050093,0.8911276868372943,False,0.09873714670538905,1.0,False
religions,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,40,21,19,35,0.525,0.279280877108655,0.7623281325950233,False,0.8746293123804207,1.0,False
religions,kimi-k2.5-or,Kimi K2.5,incident_postmortem,Incident postmortem,27,14,13,48,0.5185185185185185,0.22681039031230618,0.8012762115509026,False,1.0,1.0,False
religions,kimi-k2.5-or,Kimi K2.5,translation,Translation,34,16,18,41,0.47058823529411764,0.21668055563356195,0.7359940692013096,False,0.8641662404406816,1.0,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,45,17,28,30,0.37777777777777777,0.173267215001115,0.6190137568742844,False,0.1351564508456704,1.0,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,45,20,25,30,0.4444444444444444,0.22492422836795853,0.6806427082333333,False,0.5514843298025198,1.0,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,45,23,22,30,0.5111111111111111,0.28035553424878196,0.7385318195527755,False,1.0,1.0,False
religions,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,35,13,22,40,0.37142857142857144,0.1467936833165254,0.6450443195823607,False,0.175465248990804,1.0,False
religions,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,25,13,12,50,0.52,0.21815799673816347,0.8114791571229858,False,1.0,1.0,False
religions,qwen3.5-9b-or,Qwen3.5 9B,grant_proposal_abstract,Grant abstract,40,23,17,35,0.575,0.32305802451205096,0.8017595116636012,False,0.42959050784338615,1.0,False
religions,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,36,17,19,39,0.4722222222222222,0.22418726246443196,0.730551946051474,False,0.8679394004284404,1.0,False
religions,qwen3.5-9b-or,Qwen3.5 9B,translation,Translation,54,29,25,21,0.5370370370370371,0.32234928267244783,0.7423897703319895,False,0.6834892282353371,1.0,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,21,11,10,54,0.5238095238095238,0.19813477269865043,0.83508224089224,False,1.0,1.0,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,36,16,20,39,0.4444444444444444,0.20260077121934575,0.70688119319851,False,0.617719317029696,1.0,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,30,16,14,45,0.5333333333333333,0.25184153125213515,0.8001928074719674,False,0.8555355519056321,1.0,False
religions,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,28,13,15,47,0.4642857142857143,0.1902733759286516,0.7549985550929224,False,0.8505540192127228,1.0,False
