run_id,run_dir,actor,actor_label,task,task_label,pair_uid,panel_winner_condition,complete,n_valid_vote_rows
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:3:v20a594e012:r0,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:3:v20a594e012:r1,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:3:v20a594e012:r2,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:3:v20a594e012:r3,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:3:v20a594e012:r4,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:4:v473221196e:r0,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:4:v473221196e:r1,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:4:v473221196e:r2,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:4:v473221196e:r3,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:4:v473221196e:r4,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:5:v18a4446bca:r0,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:5:v18a4446bca:r1,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:5:v18a4446bca:r2,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:5:v18a4446bca:r3,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:5:v18a4446bca:r4,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:6:v1511cbcd49:r0,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:6:v1511cbcd49:r1,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:6:v1511cbcd49:r2,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:6:v1511cbcd49:r3,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:6:v1511cbcd49:r4,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:7:v4488b9783a:r0,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:7:v4488b9783a:r1,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:7:v4488b9783a:r2,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:7:v4488b9783a:r3,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:7:v4488b9783a:r4,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:8:v663433b642:r0,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:8:v663433b642:r1,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:8:v663433b642:r2,user_normal,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:8:v663433b642:r3,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:8:v663433b642:r4,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:9:vdce14638ed:r0,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:9:vdce14638ed:r1,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:9:vdce14638ed:r2,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:9:vdce14638ed:r3,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:9:vdce14638ed:r4,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:10:vedac9bc166:r0,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:10:vedac9bc166:r1,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:10:vedac9bc166:r2,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:10:vedac9bc166:r3,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:10:vedac9bc166:r4,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:11:v9d390d075b:r0,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:11:v9d390d075b:r1,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:11:v9d390d075b:r2,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:11:v9d390d075b:r3,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:11:v9d390d075b:r4,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:12:v61bda06339:r0,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:12:v61bda06339:r1,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:12:v61bda06339:r2,tie,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:12:v61bda06339:r3,user_strong,True,6
essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__deepseek-v3.2-or__2026-06-20_17-24-27Z__hash-e0eedfbe97df,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,user_prompt_role:deepseek-v3.2-or:essay:12:v61bda06339:r4,tie,True,6
