run_id,run_dir,actor,actor_label,task,task_label,pair_uid,panel_winner_condition,complete,n_valid_vote_rows
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:2:vb8c0e5a344:r0,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:2:vb8c0e5a344:r1,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:2:vb8c0e5a344:r2,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:2:vb8c0e5a344:r3,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:2:vb8c0e5a344:r4,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:3:v06ec274fa5:r0,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:3:v06ec274fa5:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:3:v06ec274fa5:r2,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:3:v06ec274fa5:r3,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:3:v06ec274fa5:r4,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:4:vf14310e3d9:r0,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:4:vf14310e3d9:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:4:vf14310e3d9:r2,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:4:vf14310e3d9:r3,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:4:vf14310e3d9:r4,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:5:v55f9f05276:r0,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:5:v55f9f05276:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:5:v55f9f05276:r2,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:5:v55f9f05276:r3,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:5:v55f9f05276:r4,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:6:v856adc948f:r0,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:6:v856adc948f:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:6:v856adc948f:r2,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:6:v856adc948f:r3,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:6:v856adc948f:r4,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:7:v7bb2d93fe0:r0,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:7:v7bb2d93fe0:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:7:v7bb2d93fe0:r2,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:7:v7bb2d93fe0:r3,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:7:v7bb2d93fe0:r4,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:8:v191bd28e15:r0,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:8:v191bd28e15:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:8:v191bd28e15:r2,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:8:v191bd28e15:r3,user_strong,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:8:v191bd28e15:r4,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:9:v37991b2141:r0,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:9:v37991b2141:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:9:v37991b2141:r2,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:9:v37991b2141:r3,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:9:v37991b2141:r4,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:10:v905eec1264:r0,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:10:v905eec1264:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:10:v905eec1264:r2,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:10:v905eec1264:r3,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:10:v905eec1264:r4,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:11:v35795fec20:r0,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:11:v35795fec20:r1,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:11:v35795fec20:r2,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:11:v35795fec20:r3,tie,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:11:v35795fec20:r4,user_normal,True,6
essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__framed_user_prompt_role__deepseek-v3.2-or__2026-06-21_00-41-04Z__hash-3e1c3dcc3c45,deepseek-v3.2-or,DeepSeek V3.2,essay,Essay writing,framed_user_prompt_role:deepseek-v3.2-or:essay:12:va46232a32e:r0,user_strong,True,6
