coding_pair_uid,comparison_name,source_mode,actor,actor_label,task,task_label,left_condition,right_condition,dimension,description,winner,winner_side,left_minus_right_score,reason
amount:modgrid_essay_amount:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",tie,tie,0.0,"Both essays demonstrate strong rhetorical coherence with clear paragraph flow, effective transitions, and strong concluding statements that synthesize their arguments well."
amount:modgrid_essay_amount:glm-5.1-or:essay:iPublic museums should be free to all visitors:r1,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,"Both essays maintain a plausible and well-supported tone, avoiding exaggerated or factually dubious claims."
amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i4:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,amount_high,amount_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",A,left,1.0,"A provides more specific statistics (failure/withdrawal rates often exceed 50%) and explicitly links the problem to 'diminished academic confidence, increased student debt, and lost potential for a skilled workforce,' which are clearer consequences."
amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i4:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,amount_high,amount_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,left,1.0,"A provides a more detailed breakdown of the platform's features, including 'finely-grained map of algebra concepts linked to common error patterns,' 'dynamic problem generation,' and 'just-in-time, multimedia learning aids,' which are more concrete than B's general description."
amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i4:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,amount_high,amount_low,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,left,1.0,"A describes a more rigorous evaluation design by explicitly mentioning 'randomly assigned to integrate the adaptive tutoring platform... or to continue with their standard curriculum (control group)' and a 'longitudinal component will track subsequent math course enrollment and performance for one year.' B mentions a 'concurrent control section' but doesn't specify random assignment, and its longitudinal aspect is less clear."
amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i4:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,amount_high,amount_low,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",A,left,1.0,"A provides more specific details about the team's composition ('community college mathematics faculty, a learning science research unit, and software developers') and the use of 'existing, open-source adaptive learning engine,' which adds credibility. B mentions 'pilot-tested adaptive tutoring engine' but is less specific about the team."
amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i4:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,amount_high,amount_low,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,A,left,1.0,A identifies 'variable student engagement' and 'digital divide' as risks and provides specific mitigation strategies like 'designing the platform for mobile accessibility and low-bandwidth environments' and 'incorporating it into required course activities.' B's mitigations are slightly less detailed or unique.
amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i4:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,amount_high,amount_low,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",A,left,1.0,A provides a more concrete and measurable target: 'a minimum of 15 percentage points relative to the control group' for successful course completion. B gives a range (15-20%) but doesn't explicitly tie it to a control group comparison in the same way.
amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i4:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,amount_high,amount_low,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,tie,tie,0.0,"Both abstracts demonstrate a strong understanding of the community college context, addressing issues like high failure rates, diverse student populations, and resource constraints. Neither is meaningfully better than the other in this regard."
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",B,right,-1.0,Output B quantifies the duration of user impact ('approximately [X] hours') which A does not. Both provide good qualitative impact.
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,B,right,-1.0,"Output B provides more granular timestamps (e.g., 08:10, 08:18, 08:25) and a clearer progression of events, including the identification of the specific issue at 09:30. Output A's timeline is slightly less detailed."
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,B,right,-1.0,"Output B breaks down the root cause into a more specific decision model failure, explaining what the limiter failed to distinguish between. Output A is good but slightly less granular in its explanation of the 'mismatch'."
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",B,right,-1.0,"Output B's contributing factors are slightly more distinct and less overlapping with the root cause than A's. For example, 'Shared network architecture in schools' is a clear environmental factor, while A's 'Overreliance on IP-based signals' is closer to the root cause itself."
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,B,right,-1.0,"Output B explicitly states 'Alerting focused on service health, not login success rate by network type' and 'We lacked a clear dashboard showing login success rate by network characteristics, delaying diagnosis.' Output A mentions 'Monitoring gaps' but is less specific about what was missing."
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",B,right,-1.0,"Output B assigns owners and due dates to its action items, making them more concrete and actionable than Output A's, which lack these details."
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both outputs maintain a blameless tone throughout, focusing on system failures and process improvements rather than individual shortcomings."
amount:modgrid_incident_amount:gpt-5.4-mini-or:incident_postmortem:i13:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,incident_postmortem,Incident postmortem,amount_high,amount_low,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,B,right,-1.0,"Output B's inclusion of owners and due dates in action items, and slightly more detailed timeline and root cause breakdown, gives it a more realistic and practical feel for an engineering postmortem."
amount:modgrid_grant_amount:qwen3.6-plus-or:grant_proposal_abstract:i28:r7,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,amount_high,amount_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",tie,tie,0.0,"Both abstracts effectively highlight the problem of endangered Indigenous languages, their cultural significance, and the negative consequences of their loss. Both cite UNESCO statistics and discuss the broader implications beyond mere communication."
amount:modgrid_grant_amount:qwen3.6-plus-or:grant_proposal_abstract:i28:r7,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,amount_high,amount_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,left,1.0,"Output A provides a more concrete and detailed account of the intervention, specifically mentioning 'interactive learning modules' and a 'Digital Storytelling Corps' with a clear function (training youth to record, catalog, and curate content). Output B mentions 'interactive lexical databases' and 'natural language processing tools' but is less specific about their direct application or how they will be integrated into community activities compared to A's 'Digital Storytelling Corps'."
amount:modgrid_grant_amount:qwen3.6-plus-or:grant_proposal_abstract:i28:r7,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,amount_high,amount_low,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,left,1.0,"Output A describes a more rigorous evaluation plan. It includes 'pre- and post-intervention surveys to track shifts in self-reported identity strength and mental well-being among youth participants' and 'External evaluators with expertise in Indigenous studies and digital humanities will conduct annual audits'. Output B's evaluation is good but lacks these specific, measurable elements for impact and external oversight."
amount:modgrid_grant_amount:qwen3.6-plus-or:grant_proposal_abstract:i28:r7,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,amount_high,amount_low,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",A,left,1.0,Output A provides stronger evidence of feasibility by stating the team has 'successfully piloted smaller-scale documentation efforts in two of the three target communities'. This demonstrates prior success and readiness. Output B mentions securing letters of support and the team's experience but lacks this specific evidence of prior pilot success.
amount:modgrid_grant_amount:qwen3.6-plus-or:grant_proposal_abstract:i28:r7,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,amount_high,amount_low,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,A,left,1.0,"Output A identifies more realistic risks (technological barriers in remote areas, sensitive nature of sacred knowledge) and provides more concrete mitigation plans (offline functionality, tiered access controls developed with elders). Output B's risks (data security breaches, emotional toll) are valid, but A's mitigation strategies are more tailored to the specific context of Indigenous language preservation."
amount:modgrid_grant_amount:qwen3.6-plus-or:grant_proposal_abstract:i28:r7,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,amount_high,amount_low,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",A,left,1.0,"Output A lists more concrete and measurable expected impacts beyond linguistic preservation, such as 'improved mental health outcomes for youth' and 'strengthened intergenerational bonds', which are tied to its evaluation plan. While B mentions 'sense of agency and resilience' and 'dynamic educational resource', A's claims feel more directly linked to its proposed activities and evaluation."
amount:modgrid_grant_amount:qwen3.6-plus-or:grant_proposal_abstract:i28:r7,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,amount_high,amount_low,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,tie,tie,0.0,"Both abstracts demonstrate a strong understanding of the stakeholder context, emphasizing Indigenous Data Sovereignty, community control, and participatory approaches. Both mention co-design with elders, youth, and community leaders."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",B,left,1.0,"Output B quantifies the number of affected notes (42,000) and users (120), which is more specific than A's 'approximately 15,000 archived note records' and 'three distinct internal user groups'."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,right,-1.0,"Output A provides a more detailed chronological account with specific times for each event, including detection and remediation steps. Output B's timeline is less granular."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,B,left,1.0,"Output B identifies the direct root cause as a faulty parameter mapping with specific role IDs (404 vs 408) and the systemic cause as the absence of a 'blast radius' analysis, which is more precise than A's 'schema validation error' and 'variable naming collision'."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",A,right,-1.0,"Output A provides a clearer separation and more distinct contributing factors (insufficient pre-flight checks, verbose alert fatigue, retry logic flaw) compared to B's (ambiguous definition, lack of test data, automated rollback dependency)."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,A,right,-1.0,"Output A explicitly discusses why the initial anomaly alert was muted due to 'false-positive tolerances' and how it delayed human intervention, directly addressing why the incident wasn't detected earlier. Output B mentions monitoring alerts but less directly explains their failure."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",A,right,-1.0,"Output A's action items are more concrete and actionable, with clear ownership implied by the task (e.g., 'Implement a strict schema validation hook', 'Upgrade alerting thresholds', 'Refactor the deployment orchestrator'). Output B's are slightly more abstract ('Fix Data Classifiers', 'Documentation Overhaul')."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both outputs maintain a blameless tone, focusing on system and process failures rather than individual errors."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i21:r7,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,A,right,-1.0,"Output A feels more like a real engineering postmortem with details like 'ephemeral policy update', 'console-based', 'variable naming collision', and 'deployment orchestrator', which are common in technical incident reports. Output B is good but slightly less granular in its technical descriptions."
amount:modgrid_grant_amount:glm-5.1-or:grant_proposal_abstract:i10:r3,amount,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,amount_high,amount_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",tie,tie,0.0,"Both abstracts clearly articulate the problem of hyperlocal air quality impacting asthma, the affected population (children in underserved urban communities), and the consequences (reactive management, ED visits)."
amount:modgrid_grant_amount:glm-5.1-or:grant_proposal_abstract:i10:r3,amount,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,amount_high,amount_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",B,left,1.0,"B provides slightly more detail on the specific placement of sensors ('on residential streets, near school zones, and outside pediatric clinics') and the personalized guidance in the app ('e.g., 'High PM2.5 detected within 500 meters; recommend preventive inhaler use and indoor play''). A is a bit more general."
amount:modgrid_grant_amount:glm-5.1-or:grant_proposal_abstract:i10:r3,amount,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,amount_high,amount_low,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",B,left,1.0,"B specifies a longer evaluation period (24 months vs. 12 months in A) and a larger cohort (500 pediatric asthma patients vs. 'intervention cohort' in A). B also explicitly mentions 'validated longitudinal surveys' for secondary outcomes, adding a layer of rigor."
amount:modgrid_grant_amount:glm-5.1-or:grant_proposal_abstract:i10:r3,amount,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,amount_high,amount_low,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",B,left,1.0,"B provides more concrete evidence of readiness, mentioning 'established memoranda of understanding with local schools and the pediatric pulmonary clinic' and that the mHealth application 'builds upon an existing open-source platform currently utilized by our clinical partners,' which significantly reduces development time. A's 'preliminary commitments' are less firm."
amount:modgrid_grant_amount:glm-5.1-or:grant_proposal_abstract:i10:r3,amount,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,amount_high,amount_low,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,B,left,1.0,"B identifies a more diverse set of risks (vandalism/hardware failure AND low digital literacy) and offers more specific and creative mitigation strategies, such as 'automated drift-detection algorithms' for hardware and 'community health workers' with 'SMS or voice calls' for digital literacy, compared to A's 'dynamic, personalized notification system' for alert fatigue."
amount:modgrid_grant_amount:glm-5.1-or:grant_proposal_abstract:i10:r3,amount,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,amount_high,amount_low,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",B,left,1.0,"B provides a more concrete and quantifiable expected impact: 'We anticipate a 30% reduction in asthma-related hospitalizations among participating children.' A's impacts are more qualitative ('actionable knowledge,' 'new standard of care')."
amount:modgrid_grant_amount:glm-5.1-or:grant_proposal_abstract:i10:r3,amount,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,amount_high,amount_low,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,B,left,1.0,"B's risk mitigation strategies, particularly addressing 'low digital literacy among caregivers' and offering 'in-person, multilingual onboarding' and 'SMS or voice calls,' demonstrate a stronger understanding and fit with the needs of an underserved community compared to A."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",A,left,1.0,"A provides more specific quantification of impact, including the exact number of duplicate emails received per customer (2-15), the percentage increase in support volume (400%), and an estimated financial cost of incident response ($4,500). B is less specific on these points."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,left,1.0,"A provides a more granular and precise timeline with more distinct events and specific timestamps, starting from the third-party error and detailing the recovery and post-incident actions. B's timeline is slightly less detailed."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,A,left,1.0,"A identifies the proximate technical failure (regression in retry configuration, inadvertently applied to invoice emails) and the deeper system failure (lack of application-layer idempotency check) more precisely. B lists three distinct missing components (backoff, idempotency, circuit breaker) but A's explanation of the configuration regression is more specific to the incident's origin."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",A,left,1.0,"A provides a clearer separation and more distinct contributing factors, such as insufficient test coverage for the specific refactoring, lack of rate limiting, and an alerting gap specific to email volume spikes. B's factors are slightly more generic."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,A,left,1.0,"A explicitly states the 'Alerting Gap' as a contributing factor, explaining that existing alerts monitored total failure rates but not unusual spikes in volume to the same users. It also notes that automated monitoring was slower than manual detection. B mentions a 'Monitoring Gap' but A's explanation is more detailed."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",A,left,1.0,"A's action items are more concrete and specific, detailing what needs to be done (e.g., 'Revert and Lock Retry Policy,' 'Add a Redis-based deduplication layer,' 'Create a new alert that triggers if more than 3 emails are sent to the same user ID within a 5-minute window'). B's action items are slightly more general (e.g., 'Implement exponential backoff,' 'Add idempotency checks')."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both postmortems maintain a blameless tone, focusing on system failures, process gaps, and technical misconfigurations rather than individual errors."
amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i1:r0,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,amount_high,amount_low,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,A,left,1.0,"A feels slightly more like a real engineering postmortem due to its detailed technical explanations, specific configuration details (e.g., 'Exponential Backoff with Jitter' vs. 'Immediate Retry'), and the nuanced 'What Went Poorly' section that includes blind spots in testing and alert latency."
amount:modgrid_translation_amount:mimo-v25-pro-or:translation:i21:r5,amount,pair_deltas,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,amount_high,amount_low,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,B,right,-1.0,"Output B uses 'parcel of Class II residential land' and 'offered for sale' which are slightly more natural than 'transfer of a Class II residential plot' in A. Also, 'floor price' in B is more idiomatic than 'land price of ... floor area' in A."
amount:modgrid_translation_amount:mimo-v25-pro-or:translation:i21:r5,amount,pair_deltas,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,amount_high,amount_low,terminology_precision,Which translation uses more domain-appropriate terminology?,B,right,-1.0,"Output B uses 'floor price' which is the correct term for 楼面地价, while A's 'land price of ... floor area' is less precise. B's 'planned gross floor area' is also a good translation for 建筑面积 in this context."
amount:modgrid_translation_amount:mimo-v25-pro-or:translation:i21:r5,amount,pair_deltas,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,amount_high,amount_low,named_entity_fidelity,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?",tie,tie,0.0,"Both outputs correctly handle the named entities like Baiyun District, Tonghe, Dongkeng, and Chanshushi North Road (or Chanwushi North Road, which is a minor transliteration difference)."
amount:modgrid_translation_amount:mimo-v25-pro-or:translation:i21:r5,amount,pair_deltas,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,amount_high,amount_low,numeric_factual_fidelity,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?",tie,tie,0.0,"Both outputs accurately preserve all numerical values, dates, and units."
