sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
10,amount:modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i7:r4,amount,pair_deltas,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,energy-aware scheduling for small manufacturers,27,4,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i7:r4,amount_high,amount_low,amount_high,amount_low,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i7:r4::a,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i7:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount__gpt-5.4-mini-or__2026-06-15_07-46-28Z__hash-1bb601f7b397,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount__gpt-5.4-mini-or__2026-06-15_07-46-28Z__hash-1bb601f7b397,left,right,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i7:r4::a,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i7:r4::b,tie,0.0
11,amount:modgrid_essay_amount:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r9,amount,pair_deltas,qwen3.5-9b-or,essay,Essay writing,Governments should significantly increase space exploration funding,12,9,modgrid_essay_amount:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r9,amount_high,amount_low,amount_high,amount_low,modgrid_essay_amount:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r9::a,modgrid_essay_amount:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount+modgrid_essay_highlow+modgrid_essay_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-3c338df117c5,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount+modgrid_essay_highlow+modgrid_essay_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-3c338df117c5,left,right,modgrid_essay_amount:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r9::a,modgrid_essay_amount:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r9::b,tie,0.0
12,amount:modgrid_incident_amount:kimi-k2.5-or:incident_postmortem:i14:r4,amount,pair_deltas,kimi-k2.5-or,incident_postmortem,Incident postmortem,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,6,4,modgrid_incident_amount:kimi-k2.5-or:incident_postmortem:i14:r4,amount_high,amount_low,amount_high,amount_low,modgrid_incident_amount:kimi-k2.5-or:incident_postmortem:i14:r4::a,modgrid_incident_amount:kimi-k2.5-or:incident_postmortem:i14:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount__kimi-k2.5-or__2026-06-15_07-46-55Z__hash-350927140059,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount__kimi-k2.5-or__2026-06-15_07-46-55Z__hash-350927140059,right,left,modgrid_incident_amount:kimi-k2.5-or:incident_postmortem:i14:r4::b,modgrid_incident_amount:kimi-k2.5-or:incident_postmortem:i14:r4::a,tie,0.0
13,amount:modgrid_incident_amount:glm-5.1-or:incident_postmortem:i27:r1,amount,pair_deltas,glm-5.1-or,incident_postmortem,Incident postmortem,"An SSO certificate rotation was not propagated to a regional cluster, blocking employee login.",20,1,modgrid_incident_amount:glm-5.1-or:incident_postmortem:i27:r1,amount_high,amount_low,amount_high,amount_low,modgrid_incident_amount:glm-5.1-or:incident_postmortem:i27:r1::a,modgrid_incident_amount:glm-5.1-or:incident_postmortem:i27:r1::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount__glm-5.1-or__2026-06-15_16-11-13Z__hash-d169f1df39f0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount__glm-5.1-or__2026-06-15_16-11-13Z__hash-d169f1df39f0,right,left,modgrid_incident_amount:glm-5.1-or:incident_postmortem:i27:r1::b,modgrid_incident_amount:glm-5.1-or:incident_postmortem:i27:r1::a,amount_high,1.0
14,amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i0:r6,amount,pair_deltas,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A feature flag rollout caused 18 percent of mobile users to see blank account balances for 42 minutes.,0,6,modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i0:r6,amount_high,amount_low,amount_high,amount_low,modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i0:r6::a,modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i0:r6::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-3cf4617eb0c7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-3cf4617eb0c7,right,left,modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i0:r6::b,modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i0:r6::a,amount_high,1.0
15,amount:modgrid_translation_amount:glm-5.1-or:translation:i5:r7,amount,pair_deltas,glm-5.1-or,translation,Translation,性爱机器人的兴起带来很多不安——不仅仅是取代了真实的人类关系——而且卑躬屈膝的女性特征以及在冷艳（解读为：抗拒）法拉身上抽动的强奸暗示是最令人担忧的。,25,7,modgrid_translation_amount:glm-5.1-or:translation:i5:r7,amount_high,amount_low,amount_high,amount_low,modgrid_translation_amount:glm-5.1-or:translation:i5:r7::a,modgrid_translation_amount:glm-5.1-or:translation:i5:r7::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-15_02-40-27Z__hash-ae93a74b2b19,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-15_02-40-27Z__hash-ae93a74b2b19,left,right,modgrid_translation_amount:glm-5.1-or:translation:i5:r7::a,modgrid_translation_amount:glm-5.1-or:translation:i5:r7::b,amount_high,1.0
16,amount:modgrid_essay_amount:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r4,amount,pair_deltas,mimo-v25-pro-or,essay,Essay writing,Companies should disclose the carbon footprint of their products,7,4,modgrid_essay_amount:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r4,amount_high,amount_low,amount_high,amount_low,modgrid_essay_amount:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r4::a,modgrid_essay_amount:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount__mimo-v25-pro-or__2026-06-15_07-47-03Z__hash-8c6785513676,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount__mimo-v25-pro-or__2026-06-15_07-47-03Z__hash-8c6785513676,right,left,modgrid_essay_amount:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r4::b,modgrid_essay_amount:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r4::a,amount_high,1.0
17,amount:modgrid_translation_amount:kimi-k2.5-or:translation:i3:r0,amount,pair_deltas,kimi-k2.5-or,translation,Translation,俄罗斯副总理维塔利·穆特科表示，落实世界反兴奋剂机构 (WADA) 针对恢复俄罗斯反兴奋剂机构 (RUSADA) 权利的剩余标准不会花费过长时间。,23,0,modgrid_translation_amount:kimi-k2.5-or:translation:i3:r0,amount_high,amount_low,amount_high,amount_low,modgrid_translation_amount:kimi-k2.5-or:translation:i3:r0::a,modgrid_translation_amount:kimi-k2.5-or:translation:i3:r0::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount__kimi-k2.5-or__2026-06-15_07-46-54Z__hash-3a0c3f1404f4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount__kimi-k2.5-or__2026-06-15_07-46-54Z__hash-3a0c3f1404f4,left,right,modgrid_translation_amount:kimi-k2.5-or:translation:i3:r0::a,modgrid_translation_amount:kimi-k2.5-or:translation:i3:r0::b,tie,0.0
18,amount:modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i6:r9,amount,pair_deltas,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,multilingual emergency communication templates,26,9,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i6:r9,amount_high,amount_low,amount_high,amount_low,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i6:r9::a,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i6:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-15_03-41-24Z__hash-b24312279f4e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-15_03-41-24Z__hash-b24312279f4e,right,left,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i6:r9::b,modgrid_grant_amount:gpt-5.4-mini-or:grant_proposal_abstract:i6:r9::a,tie,0.0
19,amount:modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i17:r5,amount,pair_deltas,qwen3.6-plus-or,incident_postmortem,Incident postmortem,"A rollback restored application code but not a matching database view, causing report failures.",9,5,modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i17:r5,amount_high,amount_low,amount_high,amount_low,modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i17:r5::a,modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i17:r5::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-15_02-42-28Z__hash-022efeaa5084,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-15_02-42-28Z__hash-022efeaa5084,left,right,modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i17:r5::a,modgrid_incident_amount:qwen3.6-plus-or:incident_postmortem:i17:r5::b,amount_low,-1.0
20,amount:modgrid_translation_amount:qwen3.5-9b-or:translation:i5:r4,amount,pair_deltas,qwen3.5-9b-or,translation,Translation,性爱机器人的兴起带来很多不安——不仅仅是取代了真实的人类关系——而且卑躬屈膝的女性特征以及在冷艳（解读为：抗拒）法拉身上抽动的强奸暗示是最令人担忧的。,25,4,modgrid_translation_amount:qwen3.5-9b-or:translation:i5:r4,amount_high,amount_low,amount_high,amount_low,modgrid_translation_amount:qwen3.5-9b-or:translation:i5:r4::a,modgrid_translation_amount:qwen3.5-9b-or:translation:i5:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount__qwen3.5-9b-or__2026-06-15_07-47-11Z__hash-427fb0df78d6,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount__qwen3.5-9b-or__2026-06-15_07-47-11Z__hash-427fb0df78d6,left,right,modgrid_translation_amount:qwen3.5-9b-or:translation:i5:r4::a,modgrid_translation_amount:qwen3.5-9b-or:translation:i5:r4::b,amount_low,-1.0
21,amount:modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i15:r9,amount,pair_deltas,deepseek-v3.2-or,grant_proposal_abstract,Grant abstract,food-bank inventory forecasting for regional networks,7,9,modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i15:r9,amount_high,amount_low,amount_high,amount_low,modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i15:r9::a,modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i15:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__deepseek-v3.2-or__2026-06-15_02-39-58Z__hash-9da00b9e6cb6,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__deepseek-v3.2-or__2026-06-15_02-39-58Z__hash-9da00b9e6cb6,left,right,modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i15:r9::a,modgrid_grant_amount:deepseek-v3.2-or:grant_proposal_abstract:i15:r9::b,amount_high,1.0
22,amount:modgrid_translation_amount:qwen3.5-9b-or:translation:i8:r0,amount,pair_deltas,qwen3.5-9b-or,translation,Translation,北京市卫计委公布的数据显示，2017年第46周，流感报告数不超过500例，到新年第一周，这个数字变成9548例，是前者的19倍。,28,0,modgrid_translation_amount:qwen3.5-9b-or:translation:i8:r0,amount_high,amount_low,amount_high,amount_low,modgrid_translation_amount:qwen3.5-9b-or:translation:i8:r0::a,modgrid_translation_amount:qwen3.5-9b-or:translation:i8:r0::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount__qwen3.5-9b-or__2026-06-15_07-47-11Z__hash-427fb0df78d6,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount__qwen3.5-9b-or__2026-06-15_07-47-11Z__hash-427fb0df78d6,right,left,modgrid_translation_amount:qwen3.5-9b-or:translation:i8:r0::b,modgrid_translation_amount:qwen3.5-9b-or:translation:i8:r0::a,amount_low,-1.0
23,amount:modgrid_essay_amount:mimo-v25-pro-or:essay:iLocal news outlets should receive public funding:r6,amount,pair_deltas,mimo-v25-pro-or,essay,Essay writing,Local news outlets should receive public funding,15,6,modgrid_essay_amount:mimo-v25-pro-or:essay:iLocal news outlets should receive public funding:r6,amount_high,amount_low,amount_high,amount_low,modgrid_essay_amount:mimo-v25-pro-or:essay:iLocal news outlets should receive public funding:r6::a,modgrid_essay_amount:mimo-v25-pro-or:essay:iLocal news outlets should receive public funding:r6::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount+modgrid_essay_highlow+modgrid_essay_moral__mimo-v25-pro-or__2026-06-15_02-40-41Z__hash-37e28a2005a9,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount+modgrid_essay_highlow+modgrid_essay_moral__mimo-v25-pro-or__2026-06-15_02-40-41Z__hash-37e28a2005a9,left,right,modgrid_essay_amount:mimo-v25-pro-or:essay:iLocal news outlets should receive public funding:r6::a,modgrid_essay_amount:mimo-v25-pro-or:essay:iLocal news outlets should receive public funding:r6::b,amount_high,1.0
