sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
10,utility_high_vs_r0:gpt-5.4-mini-or:grant_proposal_abstract:irestorative-justice-case-tracking-for-youth-diversion-programs:r1:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i21:r1::a:r0:grant_proposal_abstract:gpt-5.4-mini-or:i21:r1,utility_high_vs_r0,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,restorative-justice case tracking for youth diversion programs,14,1,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i21:r1::a,r0:grant_proposal_abstract:gpt-5.4-mini-or:i21:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i21:r1::a,r0:grant_proposal_abstract:gpt-5.4-mini-or:i21:r1,,
11,utility_high_vs_r0:qwen3.5-9b-or:essay:iCompanies-should-disclose-the-carbon-footprint-of-their-products:r4:modgrid_essay_highlow:qwen3.5-9b-or:essay:iCompanies should disclose the carbon footprint of their products:r4::a:r0:essay:qwen3.5-9b-or:iCompanies should disclose the carbon footprint of their products:r4,utility_high_vs_r0,arm_match,qwen3.5-9b-or,essay,Essay writing,Companies should disclose the carbon footprint of their products,7,4,,utility_high,r0,hl_high,r0,modgrid_essay_highlow:qwen3.5-9b-or:essay:iCompanies should disclose the carbon footprint of their products:r4::a,r0:essay:qwen3.5-9b-or:iCompanies should disclose the carbon footprint of their products:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-d294e29987b7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_essay_highlow:qwen3.5-9b-or:essay:iCompanies should disclose the carbon footprint of their products:r4::a,r0:essay:qwen3.5-9b-or:iCompanies should disclose the carbon footprint of their products:r4,,
12,utility_high_vs_r0:kimi-k2.5-or:incident_postmortem:iA-batch-import-duplicated-volunteer-shift-assignments-for-a-disaster-response-nonprofit.:r1:modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i9:r1::a:r0:incident_postmortem:kimi-k2.5-or:i9:r1,utility_high_vs_r0,arm_match,kimi-k2.5-or,incident_postmortem,Incident postmortem,A batch import duplicated volunteer shift assignments for a disaster-response nonprofit.,29,1,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i9:r1::a,r0:incident_postmortem:kimi-k2.5-or:i9:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-f1c4adfbbe93,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:kimi-k2.5-or:i9:r1,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i9:r1::a,,
13,utility_high_vs_r0:glm-5.1-or:incident_postmortem:iA-search-index-rebuild-dropped-filters-for-accessibility-needs-in-a-housing-assistance-portal.:r2:modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i10:r2::a:r0:incident_postmortem:glm-5.1-or:i10:r2,utility_high_vs_r0,arm_match,glm-5.1-or,incident_postmortem,Incident postmortem,A search index rebuild dropped filters for accessibility needs in a housing assistance portal.,2,2,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i10:r2::a,r0:incident_postmortem:glm-5.1-or:i10:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-9ab484b06507,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:glm-5.1-or:i10:r2,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i10:r2::a,,
14,utility_high_vs_r0:qwen3.5-9b-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r1:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i3:r1::a:r0:incident_postmortem:qwen3.5-9b-or:i3:r1,utility_high_vs_r0,arm_match,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A cache invalidation bug showed stale medication refill statuses in a clinic portal for two hours.,23,1,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i3:r1::a,r0:incident_postmortem:qwen3.5-9b-or:i3:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-ddba9133645f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:qwen3.5-9b-or:i3:r1,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i3:r1::a,,
15,utility_high_vs_r0:glm-5.1-or:translation:iPFC-2011-50-4063:r1:modgrid_translation_highlow:glm-5.1-or:translation:i16:r1::a:r0:translation:glm-5.1-or:i16:r1,utility_high_vs_r0,arm_match,glm-5.1-or,translation,Translation,昨日，著名的PFC能源公司公布了2011年上市能源公司50强排名，美国石油天然气生产商埃克森美孚以4063亿美元的市值蝉联冠军，中国石油和荷兰皇家壳牌紧随之后。,8,1,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:glm-5.1-or:translation:i16:r1::a,r0:translation:glm-5.1-or:i16:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-705546465ca1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_highlow:glm-5.1-or:translation:i16:r1::a,r0:translation:glm-5.1-or:i16:r1,,
16,utility_high_vs_r0:mimo-v25-pro-or:essay:iGovernments-should-invest-more-in-high-speed-rail:r3:modgrid_essay_highlow:mimo-v25-pro-or:essay:iGovernments should invest more in high-speed rail:r3::a:r0:essay:mimo-v25-pro-or:iGovernments should invest more in high-speed rail:r3,utility_high_vs_r0,arm_match,mimo-v25-pro-or,essay,Essay writing,Governments should invest more in high-speed rail,10,3,,utility_high,r0,hl_high,r0,modgrid_essay_highlow:mimo-v25-pro-or:essay:iGovernments should invest more in high-speed rail:r3::a,r0:essay:mimo-v25-pro-or:iGovernments should invest more in high-speed rail:r3,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-869664aad346,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:essay:mimo-v25-pro-or:iGovernments should invest more in high-speed rail:r3,modgrid_essay_highlow:mimo-v25-pro-or:essay:iGovernments should invest more in high-speed rail:r3::a,,
17,utility_high_vs_r0:kimi-k2.5-or:translation:inone:r0:modgrid_translation_highlow:kimi-k2.5-or:translation:i20:r0::a:r0:translation:kimi-k2.5-or:i20:r0,utility_high_vs_r0,arm_match,kimi-k2.5-or,translation,Translation,今天上午举行的《北京市控制吸烟条例》实施一周年宣传活动上，“我的控烟宣言”全国青年控烟微视频获奖的青年学生代表与全国控烟宣传形象大使黄轩互动，并且回顾了征集活动视频及获奖优秀作品展映。,13,0,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:kimi-k2.5-or:translation:i20:r0::a,r0:translation:kimi-k2.5-or:i20:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-cfcad95afbdf,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_highlow:kimi-k2.5-or:translation:i20:r0::a,r0:translation:kimi-k2.5-or:i20:r0,,
18,utility_high_vs_r0:gpt-5.4-mini-or:grant_proposal_abstract:ivolunteer-coordination-platforms-for-disaster-response:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i23:r4::a:r0:grant_proposal_abstract:gpt-5.4-mini-or:i23:r4,utility_high_vs_r0,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,volunteer-coordination platforms for disaster response,16,4,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i23:r4::a,r0:grant_proposal_abstract:gpt-5.4-mini-or:i23:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:gpt-5.4-mini-or:i23:r4,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i23:r4::a,,
19,utility_high_vs_r0:qwen3.6-plus-or:incident_postmortem:iA-form-validation-change-rejected-hyphenated-last-names-in-a-benefits-application-portal.:r2:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i28:r2::a:r0:incident_postmortem:qwen3.6-plus-or:i28:r2,utility_high_vs_r0,arm_match,qwen3.6-plus-or,incident_postmortem,Incident postmortem,A form validation change rejected hyphenated last names in a benefits application portal.,21,2,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i28:r2::a,r0:incident_postmortem:qwen3.6-plus-or:i28:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-7b746e78f4f1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i28:r2::a,r0:incident_postmortem:qwen3.6-plus-or:i28:r2,,
20,utility_high_vs_r0:qwen3.5-9b-or:translation:iR2-32891-30965-92895-61311-6600:r0:modgrid_translation_highlow:qwen3.5-9b-or:translation:i21:r0::a:r0:translation:qwen3.5-9b-or:i21:r0,utility_high_vs_r0,arm_match,qwen3.5-9b-or,translation,Translation,另外，今天还将出让白云区同和东坑蟾蜍石北路一幅二类居住用地（R2），用地面积32891平方米（可建设用地30965平方米），建筑面积92895平方米，挂牌起始价61311万元，折合楼面地价6600元/平方米。,14,0,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:qwen3.5-9b-or:translation:i21:r0::a,r0:translation:qwen3.5-9b-or:i21:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-2beddcf0e258,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_highlow:qwen3.5-9b-or:translation:i21:r0::a,r0:translation:qwen3.5-9b-or:i21:r0,,
21,utility_high_vs_r0:deepseek-v3.2-or:grant_proposal_abstract:ifood-bank-inventory-forecasting-for-regional-networks:r2:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r2::a:r0:grant_proposal_abstract:deepseek-v3.2-or:i15:r2,utility_high_vs_r0,arm_match,deepseek-v3.2-or,grant_proposal_abstract,Grant abstract,food-bank inventory forecasting for regional networks,7,2,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r2::a,r0:grant_proposal_abstract:deepseek-v3.2-or:i15:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__deepseek-v3.2-or__2026-06-13_04-04-49Z__hash-d4e6f64fd77f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r2::a,r0:grant_proposal_abstract:deepseek-v3.2-or:i15:r2,,
22,utility_high_vs_r0:qwen3.5-9b-or:translation:inone:r0:modgrid_translation_highlow:qwen3.5-9b-or:translation:i15:r0::a:r0:translation:qwen3.5-9b-or:i15:r0,utility_high_vs_r0,arm_match,qwen3.5-9b-or,translation,Translation,项目实施后，对促进六安市区域科学发展，实现湖泊休养生息，加快流域水环境质量改善，保障饮用水安全，推进节能减排具有积极作用。,7,0,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:qwen3.5-9b-or:translation:i15:r0::a,r0:translation:qwen3.5-9b-or:i15:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-2beddcf0e258,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:translation:qwen3.5-9b-or:i15:r0,modgrid_translation_highlow:qwen3.5-9b-or:translation:i15:r0::a,,
23,utility_high_vs_r0:mimo-v25-pro-or:essay:iSchools-should-ban-smartphones-during-instructional-hours:r2:modgrid_essay_highlow:mimo-v25-pro-or:essay:iSchools should ban smartphones during instructional hours:r2::a:r0:essay:mimo-v25-pro-or:iSchools should ban smartphones during instructional hours:r2,utility_high_vs_r0,arm_match,mimo-v25-pro-or,essay,Essay writing,Schools should ban smartphones during instructional hours,22,2,,utility_high,r0,hl_high,r0,modgrid_essay_highlow:mimo-v25-pro-or:essay:iSchools should ban smartphones during instructional hours:r2::a,r0:essay:mimo-v25-pro-or:iSchools should ban smartphones during instructional hours:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-869664aad346,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_essay_highlow:mimo-v25-pro-or:essay:iSchools should ban smartphones during instructional hours:r2::a,r0:essay:mimo-v25-pro-or:iSchools should ban smartphones during instructional hours:r2,,
24,utility_high_vs_r0:kimi-k2.5-or:grant_proposal_abstract:iAI-assisted-document-triage-for-legal-aid-clinics:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i2:r0::a:r0:grant_proposal_abstract:kimi-k2.5-or:i2:r0,utility_high_vs_r0,arm_match,kimi-k2.5-or,grant_proposal_abstract,Grant abstract,AI-assisted document triage for legal aid clinics,12,0,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i2:r0::a,r0:grant_proposal_abstract:kimi-k2.5-or:i2:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-21906dea91b0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:kimi-k2.5-or:i2:r0,modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i2:r0::a,,
