task,task_label,dimension,description,n_pairs,n_actors,mean_left_minus_right_equal_actor,ci_low,ci_high,ci_excludes_zero,raw_pair_mean,raw_pair_sd,pct_left_better,pct_right_better,pct_tie_or_not_applicable
grant_proposal_abstract,Grant abstract,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",119,7,-0.11076097105508868,-0.20168067226890757,-0.01867413632119515,True,-0.1092436974789916,0.778850913328727,0.25210084033613445,0.36134453781512604,0.3865546218487395
grant_proposal_abstract,Grant abstract,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,119,7,-0.23774509803921567,-0.4117647058823529,-0.05567226890756305,True,-0.23529411764705882,0.9716828173367468,0.37815126050420167,0.6134453781512605,0.008403361344537815
grant_proposal_abstract,Grant abstract,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,119,7,-0.1279761904761905,-0.2773109243697479,0.021883753501400555,False,-0.12605042016806722,0.8187901559436098,0.2773109243697479,0.40336134453781514,0.31932773109243695
incident_postmortem,Incident postmortem,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",119,7,0.10901027077497667,-0.0760971055088702,0.29411764705882354,False,0.1092436974789916,0.9982180391415338,0.5546218487394958,0.44537815126050423,0.0
incident_postmortem,Incident postmortem,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,119,7,-0.03927404295051353,-0.18020541549953314,0.08403361344537814,False,-0.04201680672268908,0.43947113792725045,0.07563025210084033,0.11764705882352941,0.8067226890756303
incident_postmortem,Incident postmortem,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",119,7,0.18475723622782447,-0.01601598972922502,0.39589169000933705,False,0.18487394957983194,0.9826148663143994,0.5882352941176471,0.40336134453781514,0.008403361344537815
incident_postmortem,Incident postmortem,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,119,7,0.19024276377217555,-0.03155345471521941,0.41083099906629317,False,0.19327731092436976,0.9766538422244037,0.5882352941176471,0.3949579831932773,0.01680672268907563
incident_postmortem,Incident postmortem,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",119,7,0.28513071895424835,0.07446311858076564,0.49579831932773105,True,0.2857142857142857,0.9579538322874378,0.6386554621848739,0.35294117647058826,0.008403361344537815
incident_postmortem,Incident postmortem,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,119,7,0.18464052287581703,-0.038048552754435104,0.40336134453781514,False,0.18487394957983194,0.9385021112337473,0.5462184873949579,0.36134453781512604,0.09243697478991597
incident_postmortem,Incident postmortem,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,119,7,0.16690009337068162,-0.030578898225957045,0.3622782446311858,False,0.16806722689075632,0.9856541124251194,0.5798319327731093,0.4117647058823529,0.008403361344537815
incident_postmortem,Incident postmortem,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,119,7,0.1511437908496732,-0.029878618113912226,0.34442110177404295,False,0.15126050420168066,0.9883958537781536,0.5714285714285714,0.42016806722689076,0.008403361344537815
translation,Translation,additions_omissions,Which translation has fewer unsupported additions and fewer omissions of source meaning?,117,7,-0.007411297852474323,-0.04359243697478992,0.04307889822595689,False,-0.008547008547008548,0.3827245001692042,0.06837606837606838,0.07692307692307693,0.8547008547008547
translation,Translation,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,117,7,-0.10696778711484593,-0.20798319327731093,0.0015756302521008347,False,-0.10256410256410256,0.7117803732435645,0.20512820512820512,0.3076923076923077,0.48717948717948717
translation,Translation,named_entity_fidelity,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?",117,7,0.002567693744164331,-0.1082516339869281,0.09710550887021475,False,0.0,0.6017216678143155,0.1794871794871795,0.1794871794871795,0.6410256410256411
translation,Translation,numeric_factual_fidelity,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?",117,7,-0.009453781512605041,-0.03571428571428571,0.01680672268907563,False,-0.008547008547008548,0.1605876329527071,0.008547008547008548,0.017094017094017096,0.9743589743589743
translation,Translation,structural_clarity,"Which translation more clearly handles clauses, lists, appositives, parentheticals, quotation, and sentence breaks while preserving source relations?",117,7,-0.033671802054154994,-0.09307889822595705,0.018323996265172733,False,-0.03418803418803419,0.413805383450755,0.06837606837606838,0.10256410256410256,0.8290598290598291
translation,Translation,terminology_precision,Which translation uses more domain-appropriate terminology?,117,7,-0.1209733893557423,-0.19047619047619047,-0.04569327731092437,True,-0.11965811965811966,0.6040437464517517,0.1282051282051282,0.24786324786324787,0.6239316239316239
