sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
10,utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r7:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r7::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r7::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,wildfire-smoke shelter routing for unhoused populations,11,7,,utility_high,framed_empty,hl_high,framed_empty,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r7::a,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r7::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-15_03-41-24Z__hash-b24312279f4e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_framed_empty__gpt-5.4-mini-or__2026-06-17_01-50-15Z__hash-2441b3ac3d0c,left,right,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r7::a,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r7::a,,
11,utility_high_vs_framed_empty:qwen3.5-9b-or:essay:iHigh-schools-should-start-the-day-later-to-match-teenage-sleep-patterns:r2:modgrid_essay_highlow:qwen3.5-9b-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r2::a:modgrid_essay_framed_empty:qwen3.5-9b-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r2::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,essay,Essay writing,High schools should start the day later to match teenage sleep patterns,13,2,,utility_high,framed_empty,hl_high,framed_empty,modgrid_essay_highlow:qwen3.5-9b-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r2::a,modgrid_essay_framed_empty:qwen3.5-9b-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r2::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-d294e29987b7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_framed_empty__qwen3.5-9b-or__2026-06-17_01-52-15Z__hash-195f3eade0f8,left,right,modgrid_essay_highlow:qwen3.5-9b-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r2::a,modgrid_essay_framed_empty:qwen3.5-9b-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r2::a,,
12,utility_high_vs_framed_empty:kimi-k2.5-or:incident_postmortem:iA-time-zone-conversion-bug-scheduled-patient-reminders-one-day-late-after-daylight-saving-changes.:r6:modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r6::a:modgrid_incident_framed_empty:kimi-k2.5-or:incident_postmortem:i14:r6::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,incident_postmortem,Incident postmortem,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,6,6,,utility_high,framed_empty,hl_high,framed_empty,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r6::a,modgrid_incident_framed_empty:kimi-k2.5-or:incident_postmortem:i14:r6::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__kimi-k2.5-or__2026-06-15_02-42-17Z__hash-1052c5e90a96,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__kimi-k2.5-or__2026-06-17_01-52-04Z__hash-aa043e2b31d0,right,left,modgrid_incident_framed_empty:kimi-k2.5-or:incident_postmortem:i14:r6::a,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r6::a,,
13,utility_high_vs_framed_empty:glm-5.1-or:incident_postmortem:iA-payment-processor-webhook-outage-left-subscription-status-out-of-sync-for-new-customers.:r0:modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i11:r0::a:modgrid_incident_framed_empty:glm-5.1-or:incident_postmortem:i11:r0::a,utility_high_vs_framed_empty,arm_match,glm-5.1-or,incident_postmortem,Incident postmortem,A payment processor webhook outage left subscription status out of sync for new customers.,3,0,,utility_high,framed_empty,hl_high,framed_empty,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i11:r0::a,modgrid_incident_framed_empty:glm-5.1-or:incident_postmortem:i11:r0::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-9ab484b06507,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__glm-5.1-or__2026-06-17_01-53-07Z__hash-e25d316bf3a2,right,left,modgrid_incident_framed_empty:glm-5.1-or:incident_postmortem:i11:r0::a,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i11:r0::a,,
14,utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-batch-import-duplicated-volunteer-shift-assignments-for-a-disaster-response-nonprofit.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i9:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i9:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A batch import duplicated volunteer shift assignments for a disaster-response nonprofit.,29,0,,utility_high,framed_empty,hl_high,framed_empty,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i9:r0::a,modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i9:r0::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-ddba9133645f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__qwen3.5-9b-or__2026-06-17_01-52-15Z__hash-ec2acb931791,right,left,modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i9:r0::a,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i9:r0::a,,
15,utility_high_vs_framed_empty:glm-5.1-or:translation:inone:r5:modgrid_translation_highlow:glm-5.1-or:translation:i20:r5::a:modgrid_translation_framed_empty:glm-5.1-or:translation:i20:r5::a,utility_high_vs_framed_empty,arm_match,glm-5.1-or,translation,Translation,今天上午举行的《北京市控制吸烟条例》实施一周年宣传活动上，“我的控烟宣言”全国青年控烟微视频获奖的青年学生代表与全国控烟宣传形象大使黄轩互动，并且回顾了征集活动视频及获奖优秀作品展映。,13,5,,utility_high,framed_empty,hl_high,framed_empty,modgrid_translation_highlow:glm-5.1-or:translation:i20:r5::a,modgrid_translation_framed_empty:glm-5.1-or:translation:i20:r5::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-15_02-40-27Z__hash-ae93a74b2b19,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_framed_empty__glm-5.1-or__2026-06-17_01-53-07Z__hash-bcaab787d192,left,right,modgrid_translation_highlow:glm-5.1-or:translation:i20:r5::a,modgrid_translation_framed_empty:glm-5.1-or:translation:i20:r5::a,,
16,utility_high_vs_framed_empty:mimo-v25-pro-or:essay:iUniversities-should-reduce-reliance-on-standardized-test-scores-in-admissions:r7:modgrid_essay_highlow:mimo-v25-pro-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r7::a:modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r7::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,essay,Essay writing,Universities should reduce reliance on standardized test scores in admissions,27,7,,utility_high,framed_empty,hl_high,framed_empty,modgrid_essay_highlow:mimo-v25-pro-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r7::a,modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r7::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount+modgrid_essay_highlow+modgrid_essay_moral__mimo-v25-pro-or__2026-06-15_02-40-41Z__hash-37e28a2005a9,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_framed_empty__mimo-v25-pro-or__2026-06-17_01-52-10Z__hash-862ae5854106,right,left,modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r7::a,modgrid_essay_highlow:mimo-v25-pro-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r7::a,,
17,utility_high_vs_framed_empty:kimi-k2.5-or:translation:inone:r3:modgrid_translation_highlow:kimi-k2.5-or:translation:i10:r3::a:modgrid_translation_framed_empty:kimi-k2.5-or:translation:i10:r3::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,translation,Translation,应越南共产党中央委员会总书记阮富仲、越南社会主义共和国主席陈大光、老挝人民革命党中央委员会总书记、老挝人民民主共和国主席本扬邀请。,2,3,,utility_high,framed_empty,hl_high,framed_empty,modgrid_translation_highlow:kimi-k2.5-or:translation:i10:r3::a,modgrid_translation_framed_empty:kimi-k2.5-or:translation:i10:r3::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-cfcad95afbdf,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_framed_empty__kimi-k2.5-or__2026-06-17_01-52-04Z__hash-106a2b47d696,left,right,modgrid_translation_highlow:kimi-k2.5-or:translation:i10:r3::a,modgrid_translation_framed_empty:kimi-k2.5-or:translation:i10:r3::a,,
18,utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:ilow-cost-heat-alerts-for-older-adults-living-alone:r6:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i1:r6::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i1:r6::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,low-cost heat alerts for older adults living alone,1,6,,utility_high,framed_empty,hl_high,framed_empty,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i1:r6::a,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i1:r6::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-15_03-41-24Z__hash-b24312279f4e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_framed_empty__gpt-5.4-mini-or__2026-06-17_01-50-15Z__hash-2441b3ac3d0c,right,left,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i1:r6::a,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i1:r6::a,,
19,utility_high_vs_framed_empty:qwen3.6-plus-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r9:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i7:r9::a:modgrid_incident_framed_empty:qwen3.6-plus-or:incident_postmortem:i7:r9::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,incident_postmortem,Incident postmortem,A CDN configuration update served an old JavaScript bundle to logged-in users in one region.,27,9,,utility_high,framed_empty,hl_high,framed_empty,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i7:r9::a,modgrid_incident_framed_empty:qwen3.6-plus-or:incident_postmortem:i7:r9::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-15_02-42-28Z__hash-022efeaa5084,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__qwen3.6-plus-or__2026-06-17_01-52-19Z__hash-028477f54b28,left,right,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i7:r9::a,modgrid_incident_framed_empty:qwen3.6-plus-or:incident_postmortem:i7:r9::a,,
20,utility_high_vs_framed_empty:qwen3.5-9b-or:translation:inone:r5:modgrid_translation_highlow:qwen3.5-9b-or:translation:i15:r5::a:modgrid_translation_framed_empty:qwen3.5-9b-or:translation:i15:r5::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,translation,Translation,项目实施后，对促进六安市区域科学发展，实现湖泊休养生息，加快流域水环境质量改善，保障饮用水安全，推进节能减排具有积极作用。,7,5,,utility_high,framed_empty,hl_high,framed_empty,modgrid_translation_highlow:qwen3.5-9b-or:translation:i15:r5::a,modgrid_translation_framed_empty:qwen3.5-9b-or:translation:i15:r5::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-a9f597b64491,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_framed_empty__qwen3.5-9b-or__2026-06-17_01-52-15Z__hash-38a06b617d96,left,right,modgrid_translation_highlow:qwen3.5-9b-or:translation:i15:r5::a,modgrid_translation_framed_empty:qwen3.5-9b-or:translation:i15:r5::a,,
