coding_pair_uid,comparison_name,source_mode,actor,actor_label,task,task_label,left_condition,right_condition,dimension,description,winner,winner_side,left_minus_right_score,reason
utility:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i1:r5,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,utility_high,utility_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,A,left,1.0,"Output A explicitly mentions 'Monitoring Gaps' as a contributing factor, stating 'there was no specific alert for 'duplicate email detection' or unusual retry rates', directly addressing why the incident wasn't detected earlier in a more specific way than B's 'Alerting Lag'."
utility:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i1:r5,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,utility_high,utility_low,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",A,left,1.0,"Output A's action items are more concrete and actionable, providing specific technical solutions (e.g., 'Implement a circuit breaker that stops retries if error rates exceed 5% over a 2-minute window') and clear ownership and due dates for all items. Output B's items are good but slightly less detailed in their proposed solutions."
utility:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i1:r5,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,utility_high,utility_low,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both outputs maintain a blameless tone, focusing on system failures and process improvements rather than individual fault."
utility:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i1:r5,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,incident_postmortem,Incident postmortem,utility_high,utility_low,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,A,left,1.0,"Output A feels slightly more realistic due to its detailed timeline, specific technical explanations of the retry logic failure, and the inclusion of 'email deliverability reputation' as an operational impact, which is a common concern in email-heavy systems."
utility:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i28:r2,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,utility_high,utility_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",B,right,-1.0,"Both abstracts clearly state the problem, but B provides a more specific geographic focus (Mexico and Latin America) and names specific endangered languages (Mixtec, Zapotec, Nahuatl), making the affected population and consequences more concrete."
utility:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i28:r2,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,utility_high,utility_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,left,1.0,"A provides a more detailed breakdown of the approach with three core components: PAR workshops, offline-capable mobile technology, and a secure cloud-based repository with tiered access. It also mentions training 'language keepers' and using open-source standards for interoperability. B's three-phase strategy is slightly less detailed in its technical and implementation specifics."
utility:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i28:r2,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,utility_high,utility_low,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,left,1.0,"Both describe mixed-methods evaluation. A includes 'longitudinal surveys' and 'external peer reviews by linguistic anthropologists' for validation, which adds a layer of rigor not explicitly mentioned in B."
utility:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i28:r2,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,utility_high,utility_low,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",B,right,-1.0,B provides more credible evidence of feasibility by mentioning 'prior successful collaborations with indigenous organizations in Southern Mexico' and 'established trust-based partnerships with local community leaders and secured letters of support from regional educational authorities.' A mentions pilot programs but is less specific about existing partnerships.
utility:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i28:r2,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,utility_high,utility_low,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,B,right,-1.0,"Both identify realistic risks. B provides more concrete mitigation plans, such as 'redundant storage systems, including local servers and cloud backups with strict encryption' for technical failures and 'strict community-controlled access protocols' for ethical risks. A's mitigations are slightly less detailed (e.g., 'robust hardware support, solar-charging solutions')."
utility:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i28:r2,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,utility_high,utility_low,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",A,left,1.0,"A provides a more concrete quantitative target: 'preserve at least 5,000 hours of primary linguistic data from ten distinct language groups within the first three years.' While both discuss qualitative impacts, A's quantitative claim is more specific."
utility:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i28:r2,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,grant_proposal_abstract,Grant abstract,utility_high,utility_low,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,B,right,-1.0,"B explicitly grounds the project in a specific geographic and cultural context by mentioning 'Mexico and throughout Latin America' and 'three pilot indigenous communities in Oaxaca and Chiapas, Mexico,' which demonstrates a stronger fit to a particular community or deployment setting."
utility:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i10:r8,utility,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,utility_high,utility_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",A,right,-1.0,"A more clearly articulates the problem by stating that traditional regulatory monitors fail to capture localized air pollution, leading to a disconnect between clinical guidelines and the need for individualized asthma management. B mentions 'chronically invisible to municipal regulatory monitors' but A's explanation of the 'disconnect' is more precise."
utility:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i10:r8,utility,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,utility_high,utility_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,right,-1.0,"A provides more concrete details about the intervention, including the number of sensors (200), specific locations (homes of high-risk patients, schools, community hubs), the role of community health workers, and the integration into EHRs. B mentions 'Air Guardians' but is less specific about the overall deployment and integration."
utility:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i10:r8,utility,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,utility_high,utility_low,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,right,-1.0,"A describes a stronger evaluation plan by explicitly mentioning a 'matched control cohort' for comparison, which is a more robust design than B's 'pre-intervention health data against data collected during the intervention' without a clear control group. A also specifies a primary quantitative hypothesis with a target reduction percentage."
utility:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i10:r8,utility,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,utility_high,utility_low,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",A,right,-1.0,"A provides more credible evidence of feasibility by stating the team has 'successfully piloted similar sensor networks and established robust data pipelines with the target clinics' EHR systems' and that the 'sensor technology has been rigorously validated.' B mentions 'proven, calibrated open-source sensor technology' but A's prior experience and validation are stronger."
utility:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i10:r8,utility,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,utility_high,utility_low,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,A,right,-1.0,"A identifies more realistic risks (sensor drift/failure, data privacy, alert fatigue) and provides more specific and credible mitigation plans for each, such as 'automated, quarterly calibration protocols' and 'user-customizable notification thresholds.' B's mitigation for eco-anxiety is less concrete."
utility:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i10:r8,utility,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,utility_high,utility_low,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",A,right,-1.0,"A provides more concrete and credible expected impacts by detailing both clinical (reduction in acute healthcare utilization, improved quality of life) and environmental impacts (empowering community advocates with granular evidence for policy). While B also mentions a 30% reduction, A's overall scope of impact is broader and more detailed."
utility:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i10:r8,utility,pair_deltas,glm-5.1-or,GLM-5.1,grant_proposal_abstract,Grant abstract,utility_high,utility_low,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,A,right,-1.0,"A better fits the community context by explicitly stating it is a 'community-based participatory research initiative' where 'community health workers will lead sensor hosting, local outreach, and data interpretation.' This demonstrates a deeper integration with the community's existing structures and personnel."
utility:modgrid_translation_highlow:qwen3.6-plus-or:translation:i17:r4,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,utility_high,utility_low,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,tie,tie,0.0,Both translations are fluent and idiomatic in English.
utility:modgrid_translation_highlow:qwen3.6-plus-or:translation:i17:r4,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,utility_high,utility_low,terminology_precision,Which translation uses more domain-appropriate terminology?,tie,tie,0.0,Both translations use appropriate terminology for the domain.
utility:modgrid_translation_highlow:qwen3.6-plus-or:translation:i17:r4,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,utility_high,utility_low,named_entity_fidelity,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?",tie,tie,0.0,Both translations correctly handle the named entity 'Australian Bureau of Statistics (ABS)'.
utility:modgrid_translation_highlow:qwen3.6-plus-or:translation:i17:r4,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,utility_high,utility_low,numeric_factual_fidelity,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?",tie,tie,0.0,Both translations accurately preserve all numerical and factual details.
utility:modgrid_translation_highlow:qwen3.6-plus-or:translation:i17:r4,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,utility_high,utility_low,additions_omissions,Which translation has fewer unsupported additions and fewer omissions of source meaning?,tie,tie,0.0,Neither translation has unsupported additions or omissions of source meaning.
utility:modgrid_translation_highlow:qwen3.6-plus-or:translation:i17:r4,utility,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,utility_high,utility_low,structural_clarity,"Which translation more clearly handles clauses, lists, appositives, parentheticals, quotation, and sentence breaks while preserving source relations?",tie,tie,0.0,Both translations clearly handle the sentence structure and preserve source relations.
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",A,right,-1.0,"Output A provides more specific numbers for the scope (150 users, 500,000 records) and duration (45 minutes), and clearly categorizes the data as PII, patient records, and financial disputes. Output B is less specific about the number of affected users or records, and only generally refers to 'sensitive customer communication archives'."
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,right,-1.0,"Output A provides a more detailed and granular timeline with specific timestamps and a clearer narrative of events, including the start of work, when the misconfiguration occurred, detection, verification, and communication. Output B's timeline is also good but slightly less detailed in its event descriptions."
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,A,right,-1.0,"Output A provides a more precise technical root cause, explaining the 'semantic mapping logic' failure due to 'naming convention drift' and how the script's 'default fallback behavior' led to the permissive role assignment. Output B's root cause is more general, stating a 'logic error' and 'overly permissive' regex matching."
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",A,right,-1.0,"Output A clearly separates and describes three distinct contributing factors: Documentation Gap, Automation Trust, and Monitoring Latency, with specific explanations for each. Output B lists three factors but combines 'Contributing Factors & Root Cause Analysis' in one section, making the distinction less clear, and its factors are slightly less detailed."
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,A,right,-1.0,"Output A explicitly addresses 'Monitoring Latency' as a contributing factor, explaining that the anomaly took 15 minutes to detect because a routine audit was the primary detector and real-time alerting was not configured. Output B mentions 'Over-Reliance on Rollback Cues' and 'manual audit log review' but doesn't delve into why automated detection failed as deeply."
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",A,right,-1.0,"Output A's action items are more concrete and actionable, using terms like 'require manual approval stages,' 'spin up a synthetic 'Archived' dataset,' and 'Implement automated anomaly detection rules.' Output B's action items are good but slightly less specific in their implementation details (e.g., 'Pipeline Enhancement' vs. 'Update the IAM migration script to require manual approval stages')."
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both outputs successfully maintain a blameless tone. Output A explicitly states 'adhering to our principle of learning without blame,' and Output B mentions 'without blame' in its 'What Went Well' section. Both focus on system and process failures rather than individual fault."
utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i21:r2,utility,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,utility_low,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,A,right,-1.0,"Output A reads more like a real engineering postmortem due to its detailed technical explanations of the root cause (naming convention drift, fallback behavior), specific timestamps, and the nuanced 'What Went Well' and 'What Went Poorly' sections that reflect common engineering challenges. Output B is also good but slightly more generic in some of its descriptions."
utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i4:r0,utility,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,utility_high,utility_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",tie,tie,0.0,"Both abstracts clearly state the problem of high failure/withdrawal rates in community college algebra, the affected population (underrepresented groups, all community college students), and the consequences (perpetuating equity gaps, barrier to degree completion)."
utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i4:r0,utility,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,utility_high,utility_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",B,right,-1.0,"Output B provides a slightly more concrete description of the adaptive tutoring platform, mentioning a 'robust cognitive model of algebra understanding,' 'dynamic sequence of practice problems, embedded micro-lessons,' and 'diagnose misconceptions in real-time, focusing intervention on prerequisite skills.' Output A is a bit more general about the adaptive platform."
utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i4:r0,utility,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,utility_high,utility_low,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",B,right,-1.0,"Output B describes a stronger evaluation plan by explicitly mentioning 'randomly selected course sections' for the treatment group and 'demographically matched control sections,' which suggests a more robust quasi-experimental design. It also includes 'score improvements on a validated algebra concept inventory' as a specific outcome measure, which is more rigorous than just 'final exam scores' in A."
utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i4:r0,utility,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,utility_high,utility_low,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",A,left,1.0,"Output A provides more credible evidence of feasibility by mentioning 'established partnerships with three diverse community colleges,' 'core adaptive platform is already licensed institutionally,' and a 'phased implementation plan.' Output B mentions 'an existing, evidence-based adaptive learning engine' but is less specific about its current institutional integration or the number of partners."
utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i4:r0,utility,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,utility_high,utility_low,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,B,right,-1.0,"Output B identifies a more realistic risk of 'widening digital divides' and provides a credible mitigation plan of 'access to campus computer labs and loaner devices.' Output A's risks are also realistic, but B's mitigation for digital divides is particularly strong for the community college context."
utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i4:r0,utility,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,utility_high,utility_low,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",A,left,1.0,"Output A provides a more concrete and credible expected impact with a specific range: 'a significant increase in algebra course success rates (defined as a grade of C or higher) by 15-20 percentage points.' Output B is more general, stating 'a measurable increase in course pass rates' without a specific target."
utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i4:r0,utility,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,grant_proposal_abstract,Grant abstract,utility_high,utility_low,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,tie,tie,0.0,"Both abstracts demonstrate a strong understanding of the community college context, addressing issues like diverse student backgrounds, equity gaps, and the need for scalable solutions. Neither is meaningfully better than the other."
utility:modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i21:r2,utility,pair_deltas,glm-5.1-or,GLM-5.1,incident_postmortem,Incident postmortem,utility_high,utility_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",A,left,1.0,"Output A quantifies more aspects of the impact, including the number of managers affected (842 vs 142), the number of managers who accessed notes (34 vs telemetry logged 11 read requests), and the number of records viewed (112 vs not specified for records, only requests)."
utility:modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i21:r2,utility,pair_deltas,glm-5.1-or,GLM-5.1,incident_postmortem,Incident postmortem,utility_high,utility_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,left,1.0,"Output A provides a more detailed and granular timeline with more distinct events and precise timestamps, making the sequence of events clearer."
