sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
10,utility:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i7:r9,utility,pair_deltas,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,energy-aware scheduling for small manufacturers,27,9,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i7:r9,utility_high,utility_low,hl_high,hl_low,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i7:r9::a,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i7:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-15_03-41-24Z__hash-b24312279f4e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-15_03-41-24Z__hash-b24312279f4e,left,right,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i7:r9::a,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i7:r9::b,tie,0.0
11,utility:modgrid_essay_highlow:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r4,utility,pair_deltas,qwen3.5-9b-or,essay,Essay writing,Governments should significantly increase space exploration funding,12,4,modgrid_essay_highlow:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r4,utility_high,utility_low,hl_high,hl_low,modgrid_essay_highlow:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r4::a,modgrid_essay_highlow:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-d294e29987b7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-d294e29987b7,left,right,modgrid_essay_highlow:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r4::a,modgrid_essay_highlow:qwen3.5-9b-or:essay:iGovernments should significantly increase space exploration funding:r4::b,utility_low,-1.0
12,utility:modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r9,utility,pair_deltas,kimi-k2.5-or,incident_postmortem,Incident postmortem,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,6,9,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r9,utility_high,utility_low,hl_high,hl_low,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r9::a,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__kimi-k2.5-or__2026-06-15_02-42-17Z__hash-1052c5e90a96,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__kimi-k2.5-or__2026-06-15_02-42-17Z__hash-1052c5e90a96,right,left,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r9::b,modgrid_incident_highlow:kimi-k2.5-or:incident_postmortem:i14:r9::a,utility_low,-1.0
13,utility:modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i27:r6,utility,pair_deltas,glm-5.1-or,incident_postmortem,Incident postmortem,"An SSO certificate rotation was not propagated to a regional cluster, blocking employee login.",20,6,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i27:r6,utility_high,utility_low,hl_high,hl_low,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i27:r6::a,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i27:r6::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__glm-5.1-or__2026-06-15_02-40-27Z__hash-21ed828ca923,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__glm-5.1-or__2026-06-15_02-40-27Z__hash-21ed828ca923,right,left,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i27:r6::b,modgrid_incident_highlow:glm-5.1-or:incident_postmortem:i27:r6::a,utility_high,1.0
14,utility:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i0:r1,utility,pair_deltas,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A feature flag rollout caused 18 percent of mobile users to see blank account balances for 42 minutes.,0,1,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i0:r1,utility_high,utility_low,hl_high,hl_low,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i0:r1::a,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i0:r1::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-ddba9133645f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-ddba9133645f,right,left,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i0:r1::b,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i0:r1::a,tie,0.0
15,utility:modgrid_translation_highlow:glm-5.1-or:translation:i5:r2,utility,pair_deltas,glm-5.1-or,translation,Translation,性爱机器人的兴起带来很多不安——不仅仅是取代了真实的人类关系——而且卑躬屈膝的女性特征以及在冷艳（解读为：抗拒）法拉身上抽动的强奸暗示是最令人担忧的。,25,2,modgrid_translation_highlow:glm-5.1-or:translation:i5:r2,utility_high,utility_low,hl_high,hl_low,modgrid_translation_highlow:glm-5.1-or:translation:i5:r2::a,modgrid_translation_highlow:glm-5.1-or:translation:i5:r2::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-705546465ca1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-705546465ca1,left,right,modgrid_translation_highlow:glm-5.1-or:translation:i5:r2::a,modgrid_translation_highlow:glm-5.1-or:translation:i5:r2::b,tie,0.0
16,utility:modgrid_essay_highlow:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r9,utility,pair_deltas,mimo-v25-pro-or,essay,Essay writing,Companies should disclose the carbon footprint of their products,7,9,modgrid_essay_highlow:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r9,utility_high,utility_low,hl_high,hl_low,modgrid_essay_highlow:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r9::a,modgrid_essay_highlow:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount+modgrid_essay_highlow+modgrid_essay_moral__mimo-v25-pro-or__2026-06-15_02-40-41Z__hash-37e28a2005a9,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_amount+modgrid_essay_highlow+modgrid_essay_moral__mimo-v25-pro-or__2026-06-15_02-40-41Z__hash-37e28a2005a9,right,left,modgrid_essay_highlow:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r9::b,modgrid_essay_highlow:mimo-v25-pro-or:essay:iCompanies should disclose the carbon footprint of their products:r9::a,utility_high,1.0
17,utility:modgrid_translation_highlow:kimi-k2.5-or:translation:i3:r5,utility,pair_deltas,kimi-k2.5-or,translation,Translation,俄罗斯副总理维塔利·穆特科表示，落实世界反兴奋剂机构 (WADA) 针对恢复俄罗斯反兴奋剂机构 (RUSADA) 权利的剩余标准不会花费过长时间。,23,5,modgrid_translation_highlow:kimi-k2.5-or:translation:i3:r5,utility_high,utility_low,hl_high,hl_low,modgrid_translation_highlow:kimi-k2.5-or:translation:i3:r5::a,modgrid_translation_highlow:kimi-k2.5-or:translation:i3:r5::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__kimi-k2.5-or__2026-06-15_02-42-16Z__hash-180e0865124e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__kimi-k2.5-or__2026-06-15_02-42-16Z__hash-180e0865124e,left,right,modgrid_translation_highlow:kimi-k2.5-or:translation:i3:r5::a,modgrid_translation_highlow:kimi-k2.5-or:translation:i3:r5::b,tie,0.0
18,utility:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i6:r4,utility,pair_deltas,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,multilingual emergency communication templates,26,4,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i6:r4,utility_high,utility_low,hl_high,hl_low,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i6:r4::a,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i6:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,right,left,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i6:r4::b,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i6:r4::a,utility_low,-1.0
19,utility:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i17:r0,utility,pair_deltas,qwen3.6-plus-or,incident_postmortem,Incident postmortem,"A rollback restored application code but not a matching database view, causing report failures.",9,0,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i17:r0,utility_high,utility_low,hl_high,hl_low,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i17:r0::a,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i17:r0::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-7b746e78f4f1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-7b746e78f4f1,left,right,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i17:r0::a,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i17:r0::b,tie,0.0
20,utility:modgrid_translation_highlow:qwen3.5-9b-or:translation:i5:r9,utility,pair_deltas,qwen3.5-9b-or,translation,Translation,性爱机器人的兴起带来很多不安——不仅仅是取代了真实的人类关系——而且卑躬屈膝的女性特征以及在冷艳（解读为：抗拒）法拉身上抽动的强奸暗示是最令人担忧的。,25,9,modgrid_translation_highlow:qwen3.5-9b-or:translation:i5:r9,utility_high,utility_low,hl_high,hl_low,modgrid_translation_highlow:qwen3.5-9b-or:translation:i5:r9::a,modgrid_translation_highlow:qwen3.5-9b-or:translation:i5:r9::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-a9f597b64491,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-a9f597b64491,left,right,modgrid_translation_highlow:qwen3.5-9b-or:translation:i5:r9::a,modgrid_translation_highlow:qwen3.5-9b-or:translation:i5:r9::b,utility_high,1.0
21,utility:modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r4,utility,pair_deltas,deepseek-v3.2-or,grant_proposal_abstract,Grant abstract,food-bank inventory forecasting for regional networks,7,4,modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r4,utility_high,utility_low,hl_high,hl_low,modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r4::a,modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r4::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__deepseek-v3.2-or__2026-06-13_04-04-49Z__hash-d4e6f64fd77f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__deepseek-v3.2-or__2026-06-13_04-04-49Z__hash-d4e6f64fd77f,left,right,modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r4::a,modgrid_grant_highlow:deepseek-v3.2-or:grant_proposal_abstract:i15:r4::b,utility_high,1.0
22,utility:modgrid_translation_highlow:qwen3.5-9b-or:translation:i8:r5,utility,pair_deltas,qwen3.5-9b-or,translation,Translation,北京市卫计委公布的数据显示，2017年第46周，流感报告数不超过500例，到新年第一周，这个数字变成9548例，是前者的19倍。,28,5,modgrid_translation_highlow:qwen3.5-9b-or:translation:i8:r5,utility_high,utility_low,hl_high,hl_low,modgrid_translation_highlow:qwen3.5-9b-or:translation:i8:r5::a,modgrid_translation_highlow:qwen3.5-9b-or:translation:i8:r5::b,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-a9f597b64491,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-a9f597b64491,right,left,modgrid_translation_highlow:qwen3.5-9b-or:translation:i8:r5::b,modgrid_translation_highlow:qwen3.5-9b-or:translation:i8:r5::a,tie,0.0
