sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
10,moral_low_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-captioning-tools-for-small-theater-companies:r6:modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i11:r6::b:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i11:r6::a,moral_low_vs_framed_empty,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,open captioning tools for small theater companies,3,6,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i11:r6::b,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i11:r6::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_amount+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-15_03-41-24Z__hash-b24312279f4e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_framed_empty__gpt-5.4-mini-or__2026-06-17_01-50-15Z__hash-2441b3ac3d0c,left,right,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i11:r6::b,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i11:r6::a,,
11,moral_low_vs_framed_empty:qwen3.5-9b-or:essay:iLibraries-remain-more-important-than-ever-in-the-digital-age:r2:modgrid_essay_moral:qwen3.5-9b-or:essay:iLibraries remain more important than ever in the digital age:r2::b:modgrid_essay_framed_empty:qwen3.5-9b-or:essay:iLibraries remain more important than ever in the digital age:r2::a,moral_low_vs_framed_empty,arm_match,qwen3.5-9b-or,essay,Essay writing,Libraries remain more important than ever in the digital age,14,2,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_essay_moral:qwen3.5-9b-or:essay:iLibraries remain more important than ever in the digital age:r2::b,modgrid_essay_framed_empty:qwen3.5-9b-or:essay:iLibraries remain more important than ever in the digital age:r2::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-d294e29987b7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_framed_empty__qwen3.5-9b-or__2026-06-17_01-52-15Z__hash-195f3eade0f8,left,right,modgrid_essay_moral:qwen3.5-9b-or:essay:iLibraries remain more important than ever in the digital age:r2::b,modgrid_essay_framed_empty:qwen3.5-9b-or:essay:iLibraries remain more important than ever in the digital age:r2::a,,
12,moral_low_vs_framed_empty:kimi-k2.5-or:incident_postmortem:iA-time-zone-conversion-bug-scheduled-patient-reminders-one-day-late-after-daylight-saving-changes.:r5:modgrid_incident_moral:kimi-k2.5-or:incident_postmortem:i14:r5::b:modgrid_incident_framed_empty:kimi-k2.5-or:incident_postmortem:i14:r5::a,moral_low_vs_framed_empty,arm_match,kimi-k2.5-or,incident_postmortem,Incident postmortem,A time zone conversion bug scheduled patient reminders one day late after daylight saving changes.,6,5,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_incident_moral:kimi-k2.5-or:incident_postmortem:i14:r5::b,modgrid_incident_framed_empty:kimi-k2.5-or:incident_postmortem:i14:r5::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_amount+modgrid_incident_highlow+modgrid_incident_moral__kimi-k2.5-or__2026-06-15_02-42-17Z__hash-1052c5e90a96,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__kimi-k2.5-or__2026-06-17_01-52-04Z__hash-aa043e2b31d0,right,left,modgrid_incident_framed_empty:kimi-k2.5-or:incident_postmortem:i14:r5::a,modgrid_incident_moral:kimi-k2.5-or:incident_postmortem:i14:r5::b,,
13,moral_low_vs_framed_empty:glm-5.1-or:incident_postmortem:iA-payment-processor-webhook-outage-left-subscription-status-out-of-sync-for-new-customers.:r0:modgrid_incident_moral:glm-5.1-or:incident_postmortem:i11:r0::b:modgrid_incident_framed_empty:glm-5.1-or:incident_postmortem:i11:r0::a,moral_low_vs_framed_empty,arm_match,glm-5.1-or,incident_postmortem,Incident postmortem,A payment processor webhook outage left subscription status out of sync for new customers.,3,0,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_incident_moral:glm-5.1-or:incident_postmortem:i11:r0::b,modgrid_incident_framed_empty:glm-5.1-or:incident_postmortem:i11:r0::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-9ab484b06507,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__glm-5.1-or__2026-06-17_01-53-07Z__hash-e25d316bf3a2,right,left,modgrid_incident_framed_empty:glm-5.1-or:incident_postmortem:i11:r0::a,modgrid_incident_moral:glm-5.1-or:incident_postmortem:i11:r0::b,,
14,moral_low_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-form-validation-change-rejected-hyphenated-last-names-in-a-benefits-application-portal.:r1:modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i28:r1::b:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i28:r1::a,moral_low_vs_framed_empty,arm_match,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A form validation change rejected hyphenated last names in a benefits application portal.,21,1,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i28:r1::b,modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i28:r1::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-ddba9133645f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__qwen3.5-9b-or__2026-06-17_01-52-15Z__hash-ec2acb931791,right,left,modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i28:r1::a,modgrid_incident_moral:qwen3.5-9b-or:incident_postmortem:i28:r1::b,,
15,moral_low_vs_framed_empty:glm-5.1-or:translation:i300-4:r1:modgrid_translation_moral:glm-5.1-or:translation:i22:r1::b:modgrid_translation_framed_empty:glm-5.1-or:translation:i22:r1::a,moral_low_vs_framed_empty,arm_match,glm-5.1-or,translation,Translation,另外惠工路和万达广场两条步行街的园林绿化、景观地铺进行了提档升级，种植乔木约300株，改造地铺4万平方米，提升了南坪商圈形象；,15,1,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_translation_moral:glm-5.1-or:translation:i22:r1::b,modgrid_translation_framed_empty:glm-5.1-or:translation:i22:r1::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-705546465ca1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_framed_empty__glm-5.1-or__2026-06-17_01-53-07Z__hash-bcaab787d192,left,right,modgrid_translation_moral:glm-5.1-or:translation:i22:r1::b,modgrid_translation_framed_empty:glm-5.1-or:translation:i22:r1::a,,
16,moral_low_vs_framed_empty:mimo-v25-pro-or:essay:iPublic-parks-should-replace-some-lawns-with-native-plants:r1:modgrid_essay_moral:mimo-v25-pro-or:essay:iPublic parks should replace some lawns with native plants:r1::b:modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iPublic parks should replace some lawns with native plants:r1::a,moral_low_vs_framed_empty,arm_match,mimo-v25-pro-or,essay,Essay writing,Public parks should replace some lawns with native plants,20,1,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_essay_moral:mimo-v25-pro-or:essay:iPublic parks should replace some lawns with native plants:r1::b,modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iPublic parks should replace some lawns with native plants:r1::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-869664aad346,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__modgrid_essay_framed_empty__mimo-v25-pro-or__2026-06-17_01-52-10Z__hash-862ae5854106,right,left,modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iPublic parks should replace some lawns with native plants:r1::a,modgrid_essay_moral:mimo-v25-pro-or:essay:iPublic parks should replace some lawns with native plants:r1::b,,
17,moral_low_vs_framed_empty:kimi-k2.5-or:translation:iPFC-2011-50-4063:r9:modgrid_translation_moral:kimi-k2.5-or:translation:i16:r9::b:modgrid_translation_framed_empty:kimi-k2.5-or:translation:i16:r9::a,moral_low_vs_framed_empty,arm_match,kimi-k2.5-or,translation,Translation,昨日，著名的PFC能源公司公布了2011年上市能源公司50强排名，美国石油天然气生产商埃克森美孚以4063亿美元的市值蝉联冠军，中国石油和荷兰皇家壳牌紧随之后。,8,9,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_translation_moral:kimi-k2.5-or:translation:i16:r9::b,modgrid_translation_framed_empty:kimi-k2.5-or:translation:i16:r9::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__kimi-k2.5-or__2026-06-15_02-42-16Z__hash-180e0865124e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_framed_empty__kimi-k2.5-or__2026-06-17_01-52-04Z__hash-106a2b47d696,left,right,modgrid_translation_moral:kimi-k2.5-or:translation:i16:r9::b,modgrid_translation_framed_empty:kimi-k2.5-or:translation:i16:r9::a,,
18,moral_low_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:idigital-literacy-curricula-for-older-refugees:r1:modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i18:r1::b:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i18:r1::a,moral_low_vs_framed_empty,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,digital-literacy curricula for older refugees,10,1,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i18:r1::b,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i18:r1::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_framed_empty__gpt-5.4-mini-or__2026-06-17_01-50-15Z__hash-2441b3ac3d0c,right,left,modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i18:r1::a,modgrid_grant_moral:gpt-5.4-mini-or:grant_proposal_abstract:i18:r1::b,,
19,moral_low_vs_framed_empty:qwen3.6-plus-or:incident_postmortem:iA-background-cleanup-task-deleted-draft-grant-applications-older-than-30-days-instead-of-90-days.:r2:modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i18:r2::b:modgrid_incident_framed_empty:qwen3.6-plus-or:incident_postmortem:i18:r2::a,moral_low_vs_framed_empty,arm_match,qwen3.6-plus-or,incident_postmortem,Incident postmortem,A background cleanup task deleted draft grant applications older than 30 days instead of 90 days.,10,2,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i18:r2::b,modgrid_incident_framed_empty:qwen3.6-plus-or:incident_postmortem:i18:r2::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-7b746e78f4f1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_framed_empty__qwen3.6-plus-or__2026-06-17_01-52-19Z__hash-028477f54b28,left,right,modgrid_incident_moral:qwen3.6-plus-or:incident_postmortem:i18:r2::b,modgrid_incident_framed_empty:qwen3.6-plus-or:incident_postmortem:i18:r2::a,,
20,moral_low_vs_framed_empty:qwen3.5-9b-or:translation:i27-Cevian-Capital-AB-Volvo-8847-A-7877-B:r7:modgrid_translation_moral:qwen3.5-9b-or:translation:i11:r7::b:modgrid_translation_framed_empty:qwen3.5-9b-or:translation:i11:r7::a,moral_low_vs_framed_empty,arm_match,qwen3.5-9b-or,translation,Translation,浙江吉利控股集团27日宣布与欧洲基金公司Cevian Capital达成一致，将收购其持有的沃尔沃集团（AB Volvo）8847万股的A股股票和7877万股的B股股票。,3,7,,moral_low,framed_empty,moral_bad,framed_empty,modgrid_translation_moral:qwen3.5-9b-or:translation:i11:r7::b,modgrid_translation_framed_empty:qwen3.5-9b-or:translation:i11:r7::a,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_amount+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-15_02-41-12Z__hash-a9f597b64491,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_framed_empty__qwen3.5-9b-or__2026-06-17_01-52-15Z__hash-38a06b617d96,left,right,modgrid_translation_moral:qwen3.5-9b-or:translation:i11:r7::b,modgrid_translation_framed_empty:qwen3.5-9b-or:translation:i11:r7::a,,
